race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
7520260619020004,松山競輪,4R,09:32,4-5,4,5,945.7,0.03389175473519172,31.051432453070817
1120260620010004,函館競輪,4R,17:08,6-7,6,7,681.3,0.0449483699533163,29.623324449194396
1120260620010010,函館競輪,10R,19:35,5-6,5,6,405.4,0.04604381719045419,17.666163489010128
8720260618030008,熊本競輪,8R,23:10,6-7,6,7,361.2,0.048933877152584064,16.674916427513363
1120260620010009,函館競輪,9R,19:09,3-4,3,4,324.3,0.05221091483048587,15.93199967952657
7420260618030002,高知競輪,2R,21:00,6-7,6,7,382.1,0.04303649261614742,15.44424382862993
7520260619020006,松山競輪,6R,10:14,1-6,1,6,456.1,0.034366049584157385,14.674355215334185
7520260619020002,松山競輪,2R,08:50,5-6,5,6,270.4,0.05744531066704994,14.533212004370304
7520260619020007,松山競輪,7R,10:35,2-6,2,6,362.5,0.04158876618096351,14.07592774059927
8720260618030002,熊本競輪,2R,21:10,4-7,4,7,351.6,0.04287548203950106,14.075019485088575
7420260618030003,高知競輪,3R,21:20,5-7,5,7,321.3,0.04389604013383383,13.10379769500081
8120260618030009,小倉競輪,9R,19:21,2-6,2,6,331.7,0.041497365903546114,12.764676270206246
1120260620010003,函館競輪,3R,16:44,3-7,3,7,299.1,0.04545133042667014,12.59449293061704
1120260620010011,函館競輪,11R,20:02,1-6,1,6,280.9,0.04552764672214262,11.788715964249862
8120260618030006,小倉競輪,6R,18:08,3-6,3,6,289.4,0.04329900176776036,11.530731111589846
1120260620010002,函館競輪,2R,16:20,4-6,4,6,267.2,0.04585874241314542,11.253455972792457
7520260619020001,松山競輪,1R,08:30,2-6,2,6,263.5,0.04552355367201301,10.995456392575427
3520260619020010,平塚競輪,10R,14:55,1-4,1,4,253.4,0.04521657243471951,10.457879454957924
3520260619020004,平塚競輪,4R,12:10,5-6,5,6,256.5,0.044465838748256326,10.405487638927747
3520260619020003,平塚競輪,3R,11:45,4-6,4,6,259.6,0.04391877199104159,10.401313208874399
8120260618030003,小倉競輪,3R,16:59,6-7,6,7,253.0,0.04187647233273979,9.594747500183168
8120260618030005,小倉競輪,5R,17:44,4-6,4,6,234.4,0.04481774234811277,9.505278806397634
7420260618030008,高知競輪,8R,23:00,6-7,6,7,205.9,0.0490316820326229,9.095623330517055
1120260620010001,函館競輪,1R,15:55,6-7,6,7,226.9,0.0441384257284851,9.01500879779327
8720260618030009,熊本競輪,9R,23:30,6-7,6,7,218.4,0.0439000641050158,8.58777400053545
7420260618030004,高知競輪,4R,21:40,6-7,6,7,219.7,0.04254406494895538,8.346931069285496
3520260619020002,平塚競輪,2R,11:21,4-6,4,6,210.6,0.044174512370489014,8.303152305224986
5620260616050012,岸和田競輪,12R,16:30,6-8,6,8,384.4,0.023396016023345012,7.993428559373822
3520260619020006,平塚競輪,6R,13:06,5-6,5,6,242.0,0.036298773844699525,7.7843032704172845
1120260620010007,函館競輪,7R,18:20,2-4,2,4,196.4,0.04449060004136688,7.737953848124455
1120260620010006,函館競輪,6R,17:56,1-6,1,6,234.7,0.037185946002795414,7.727541526856083
3520260619020008,平塚競輪,8R,13:52,6-7,6,7,197.3,0.044012122393594956,7.683591748256285
7520260619020005,松山競輪,5R,09:53,3-5,3,5,168.9,0.05098423041254581,7.6112365166789875
5620260616050010,岸和田競輪,10R,15:13,4-8,4,8,374.6,0.022362942002534664,7.377158074149486
3520260619020007,平塚競輪,7R,13:29,5-6,5,6,226.3,0.03678505876534616,7.324458798597835
1120260620010008,函館競輪,8R,18:44,6-7,6,7,184.6,0.04479829417207419,7.269765104164895
8120260618030004,小倉競輪,4R,17:21,3-7,3,7,185.6,0.04423504509069845,7.210024368833633
8120260618030002,小倉競輪,2R,16:37,1-6,1,6,156.6,0.052404963617625665,7.206617302520179
1120260620010005,函館競輪,5R,17:32,4-6,4,6,179.8,0.04313438215365037,6.755561911226337
5620260616050002,岸和田競輪,2R,11:09,2-8,2,8,343.6,0.02225686155278596,6.647457629537256
8120260618030007,小倉競輪,7R,18:32,6-7,6,7,167.0,0.04312837627971075,6.2024388387116955
8720260618030003,熊本競輪,3R,21:30,5-7,5,7,162.0,0.04408854593773116,6.142344441912448
3520260619020005,平塚競輪,5R,12:37,5-7,5,7,150.1,0.047414929568945,6.116980928298644
8120260618030008,小倉競輪,8R,18:56,3-5,3,5,144.3,0.04710898007343462,5.797825824596616
7420260618030005,高知競輪,5R,22:00,5-6,5,6,152.2,0.0444916037477622,5.771622090409406
7520260619020003,松山競輪,3R,09:11,3-4,3,4,153.0,0.043520204963170106,5.658591359365026
5620260616050005,岸和田競輪,5R,12:24,6-7,6,7,231.2,0.02827458229260719,5.537083426050782
3520260619020009,平塚競輪,9R,14:20,6-7,6,7,177.4,0.0366490183912347,5.501535862605037
5620260616050008,岸和田競輪,8R,13:59,6-8,6,8,282.3,0.022869497974089954,5.456059278085594
5620260616050001,岸和田競輪,1R,10:45,6-9,6,9,235.2,0.027167051142122756,5.389690428627272
8120260618030001,小倉競輪,1R,16:11,2-6,2,6,100.7,0.0626745581782185,5.311328008546603
5620260616050011,岸和田競輪,11R,15:50,2-8,2,8,283.5,0.02124070627088338,5.021740227795438
3520260619020012,平塚競輪,12R,16:06,1-6,1,6,121.3,0.0477796578762834,4.795672500393176
8720260618030007,熊本競輪,7R,22:50,3-4,3,4,116.7,0.04719699291317497,4.50788907296752
5620260616050009,岸和田競輪,9R,14:36,5-7,5,7,199.4,0.02709763127100982,4.403267675439358
3520260619020011,平塚競輪,11R,15:30,1-3,1,3,115.7,0.04415287654098633,4.1084878157921185
8720260618030001,熊本競輪,1R,20:50,2-6,2,6,106.8,0.04687676136364918,4.006438113637732
7420260618030001,高知競輪,1R,20:40,5-6,5,6,112.5,0.044198568350624,3.9723389394452004
8120260618030010,小倉競輪,10R,19:48,6-7,6,7,147.6,0.03349584389428384,3.9439865587962943
7420260618030009,高知競輪,9R,23:20,5-6,5,6,97.5,0.046633847730000864,3.5468001536750844
3520260619020001,平塚競輪,1R,10:57,3-6,3,6,96.3,0.04693541943379653,3.519880891474606
8720260618030005,熊本競輪,5R,22:10,6-7,6,7,107.3,0.04130231464742382,3.431738361668576
5620260616050007,岸和田競輪,7R,13:22,5-6,5,6,197.2,0.02239562693112227,3.4164176308173113
5620260616050006,岸和田競輪,6R,12:52,7-9,7,9,132.3,0.027758834754360657,2.672493838001915
7420260618030007,高知競輪,7R,22:40,5-7,5,7,77.4,0.04523845481671665,2.501456402813869
5620260616050004,岸和田競輪,4R,11:58,5-6,5,6,129.0,0.027116662601110925,2.498049475543309
5620260616050003,岸和田競輪,3R,11:33,7-8,7,8,121.3,0.02881124153070104,2.494803597674036
1120260620010012,函館競輪,12R,20:30,1-6,1,6,61.4,0.049480995512556226,2.0381331244709524
8720260618030006,熊本競輪,6R,22:30,2-5,2,5,62.8,0.04759820055063746,1.989166994580032
7420260618030006,高知競輪,6R,22:20,2-6,2,6,58.0,0.04920640349162422,1.8539714025142051
