race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
7520260619030001,松山競輪,1R,08:30,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260619030002,松山競輪,2R,08:50,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260619030003,松山競輪,3R,09:11,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260619030004,松山競輪,4R,09:32,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260619030005,松山競輪,5R,09:53,1,1,100,0.0,-100.0,0,0,0.0,0.0
5620260616060001,岸和田競輪,1R,10:45,1,1,100,0.0,-100.0,0,0,0.0,0.0
3520260619030001,平塚競輪,1R,10:57,1,1,100,0.0,-100.0,0,0,0.0,0.0
5620260616060002,岸和田競輪,2R,11:09,1,1,100,0.0,-100.0,0,0,0.0,0.0
3520260619030003,平塚競輪,3R,11:45,1,1,100,0.0,-100.0,0,0,0.0,0.0
5620260616060004,岸和田競輪,4R,11:58,1,1,100,0.0,-100.0,0,0,0.0,0.0
3520260619030006,平塚競輪,6R,13:06,1,1,100,0.0,-100.0,0,0,0.0,0.0
3520260619030007,平塚競輪,7R,13:29,1,1,100,0.0,-100.0,0,0,0.0,0.0
5620260616060009,岸和田競輪,9R,14:36,1,1,100,0.0,-100.0,0,0,0.0,0.0
3520260619030011,平塚競輪,11R,15:30,1,1,100,0.0,-100.0,0,0,0.0,0.0
5620260616060011,岸和田競輪,11R,15:50,1,1,100,0.0,-100.0,0,0,0.0,0.0
1120260620020001,函館競輪,1R,15:55,1,1,100,0.0,-100.0,0,0,0.0,0.0
1120260620020004,函館競輪,4R,17:08,1,0,100,0.0,-100.0,0,0,,
1120260620020005,函館競輪,5R,17:32,1,0,100,0.0,-100.0,0,0,,
1120260620020011,函館競輪,11R,20:02,1,0,200,0.0,-200.0,0,0,,
1120260620020012,函館競輪,12R,20:30,1,0,200,0.0,-200.0,0,0,,
