race_id,sanrentan_result,payout_sanrentan_100
1120260620020001,5-7-4,9730
1120260620020002,2-7-6,190540
1120260620020003,4-5-7,13590
3520260619030001,4-1-3,15510
3520260619030002,7-5-3,7470
3520260619030003,2-3-5,14230
3520260619030004,2-3-6,36030
3520260619030005,1-7-2,1200
3520260619030006,2-3-7,12570
3520260619030007,4-1-7,2000
3520260619030008,5-3-1,7900
3520260619030009,6-4-1,350
3520260619030010,2-1-5,4720
3520260619030011,7-5-3,17620
3520260619030012,2-5-6,6560
5620260616060001,1-5-4,115420
5620260616060002,2-1-8,4700
5620260616060003,6-4-8,13600
5620260616060004,2-7-3,22920
5620260616060005,3-9-2,25310
5620260616060006,5-8-6,3330
5620260616060007,7-2-5,5450
5620260616060009,1-7-4,11710
5620260616060010,3-5-6,1920
5620260616060011,9-8-5,34500
5620260616060012,2-6-3,34770
7520260619030001,7-4-3,31400
7520260619030002,7-1-2,4970
7520260619030003,5-1-7,700
7520260619030004,4-1-3,580
7520260619030005,5-2-7,9430
7520260619030006,2-5-1,5150
7520260619030007,1-2-3,9850
