race_id,sanrentan_result,payout_sanrentan_100
2420260317020001,4-2-3,650
2420260317020002,2-5-4,10630
2420260317020003,4-2-5,440
2420260317020004,1-5-7,2260
2420260317020005,4-5-6,550
2420260317020006,6-2-1,5990
2420260317020007,2-5-7,4380
2420260317020008,4-7-2,940
2420260317020009,4-2-1,9240
2420260317020010,2-1-5,8170
2420260317020011,3-2-1,4180
3620260316030001,5-1-2,2210
3620260316030002,1-5-2,1660
3620260316030003,2-7-3,5970
3620260316030004,7-2-4,2890
3620260316030005,5-4-1,1280
3620260316030006,7-4-5,2580
3620260316030007,1-5-6,67360
3620260316030008,2-4-6,2810
3620260316030009,4-7-5,16460
3620260316030010,2-5-3,16050
3620260316030011,1-3-2,4720
3620260316030012,2-4-1,1000
4220260317020001,2-3-4,9330
4220260317020002,1-5-7,4570
4220260317020003,5-1-3,1230
5520260317020001,7-6-2,11750
5520260317020002,5-7-2,9470
5520260317020003,6-1-4,19670
5520260317020004,3-7-5,5930
5520260317020005,4-2-5,1040
5520260317020006,3-6-7,17240
5520260317020007,5-4-1,390
6120260316030001,7-3-5,18480
6120260316030002,2-1-6,3350
6120260316030003,1-2-5,11530
