race_id,sanrentan_result,payout_sanrentan_100
1120260409020001,4-1-7,8850
1120260409020002,3-2-1,15820
2620260409020001,5-1-3,9740
2620260409020002,1-5-3,9370
2620260409020003,5-7-2,1360
2620260409020004,2-7-3,25360
2620260409020005,1-7-3,2590
2620260409020006,7-2-9,1580
2620260409020007,7-1-4,23690
2620260409020008,1-9-7,2450
2620260409020009,7-3-1,16570
2620260409020010,1-5-4,7430
2620260409020011,3-9-2,2790
2620260409020012,1-7-3,1410
3620260409020001,3-5-1,7400
3620260409020002,5-3-2,16300
3620260409020003,6-4-7,890
3620260409020004,2-7-5,1180
3620260409020005,1-5-4,340
3620260409020006,2-4-3,820
3620260409020007,4-2-7,4230
3620260409020008,4-1-5,3160
3620260409020009,7-3-6,1100
3620260409020010,5-4-2,310
3620260409020011,1-7-5,200
4420260408030001,2-3-4,10250
4420260408030002,7-2-4,1150
4420260408030003,1-7-4,1820
4420260408030004,7-3-5,540
4420260408030005,3-5-4,22880
4420260408030006,5-2-3,2740
4420260408030007,1-7-4,2280
4420260408030008,4-5-1,21420
4420260408030009,1-7-4,900
4420260408030010,1-2-6,9280
4420260408030011,4-6-5,38650
4420260408030012,5-3-7,1000
6320260410010001,7-4-2,22390
6320260410010002,3-1-7,2200
6320260410010003,4-2-1,3520
6320260410010004,3-4-7,210
6320260410010005,7-2-3,6170
6320260410010006,5-3-1,180
6320260410010007,1-5-7,3220
8320260410010001,5-3-7,3700
8320260410010002,1-5-4,420
8320260410010003,7-4-1,9500
