race_id,sanrentan_result,payout_sanrentan_100
1320260806020001,3-1-6,760
1320260806020002,5-1-7,6530
1320260806020003,7-3-2,2650
1320260806020004,7-1-3,3280
1320260806020005,3-2-1,5990
1320260806020006,2-4-5,1630
1320260806020007,5-3-1,7300
1320260806020008,2-3-7,46820
1320260806020009,7-5-2,24460
1320260806020010,7-3-1,5390
1320260806020011,5-1-3,1550
2420260806020001,2-1-6,3520
2420260806020002,1-3-2,1150
2420260806020003,1-3-5,5240
2420260806020004,3-2-1,340
2420260806020005,5-1-7,660
2420260806020006,3-7-6,780
2420260806020007,4-7-2,20350
3720260806020001,6-4-5,660
3720260806020002,1-2-5,300
3720260806020003,5-6-3,4030
3720260806020004,2-3-5,7230
3720260806020005,1-3-5,1520
3720260806020006,3-6-5,51890
3720260806020007,3-4-2,1940
4320260807010001,1-5-3,2960
4320260807010002,2-7-5,200
4320260807010003,1-4-3,6790
4320260807010004,4-2-3,6410
4320260807010005,2-1-4,1590
4320260807010006,5-7-3,23030
4320260807010007,6-2-3,2260
4520260805030001,1-6-5,2460
4520260805030002,4-1-7,5650
4520260805030003,2-3-7,3790
4520260805030004,5-1-2,820
4520260805030005,7-2-4,1160
4520260805030006,5-7-2,7040
4520260805030007,4-3-2,5890
4520260805030008,3-7-1,620
4520260805030009,1-5-6,11000
4520260805030010,7-1-5,17010
4520260805030011,5-7-2,1580
5520260806020001,2-5-9,10460
5520260806020002,2-4-6,3630
5520260806020003,7-1-4,1450
5520260806020004,3-1-5,2930
5520260806020005,1-7-9,2130
5520260806020006,3-5-9,4700
5520260806020007,7-1-5,7570
5520260806020008,9-3-2,2280
5520260806020009,1-9-5,4020
5520260806020010,1-4-9,16170
5520260806020011,2-1-9,62780
5520260806020012,7-1-9,780
8520260807010001,3-1-2,2630
8520260807010002,2-1-3,830
8520260807010003,6-4-5,4340
8520260807010004,5-1-2,8310
8520260807010005,1-7-4,64190
8520260807010006,1-5-2,1960
8520260807010007,1-6-2,6440
8520260807010008,6-5-1,339670
8520260807010009,3-1-2,20260
8520260807010010,1-2-3,2420
8520260807010011,4-1-2,8590
8520260807010012,1-3-6,7460
