race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
3520260223020006,平塚競輪,6R,23:03,1-7-3,1,7,3,9999.9,0.013453180858867568,133.5304632705898
2720260223020002,京王閣競輪,2R,21:13,2-7-6,2,7,6,9999.9,0.011662802259496133,115.62685631473538
2720260223020007,京王閣競輪,7R,23:21,2-7-3,2,7,3,9999.9,0.011435515610199025,113.35401255042923
6120260223020006,玉野競輪,6R,22:45,1-7-4,1,7,4,9999.9,0.0113212751873272,112.21161974575325
6120260223020004,玉野競輪,4R,21:53,2-3-7,2,3,7,9999.9,0.011105374966925308,110.0526391317564
3520260223020005,平塚競輪,5R,22:36,2-7-1,2,7,1,9999.9,0.009879530856700122,97.79432061391554
2720260223020006,京王閣競輪,6R,22:54,1-6-3,1,6,3,9999.9,0.009103295296231296,90.03204263278333
2720260223020003,京王閣競輪,3R,21:37,6-7-2,6,7,2,9999.9,0.008839902760605521,87.39814361577915
2720260223020004,京王閣競輪,4R,22:01,2-7-3,2,7,3,9999.9,0.008778538273955562,86.78450488572823
3520260223020003,平塚競輪,3R,21:45,1-3-7,1,3,7,9999.9,0.00819802954444058,80.97947564145136
6120260223020003,玉野競輪,3R,21:29,1-7-4,1,7,4,9999.9,0.007863264188727435,77.63185556085547
6120260223020002,玉野競輪,2R,21:05,1-3-7,1,3,7,9999.9,0.0074011815067834144,73.01107494968346
2720260223020001,京王閣競輪,1R,20:49,2-7-4,2,7,4,9999.9,0.007327856212748029,72.27782934185902
2720260223020005,京王閣競輪,5R,22:27,2-6-4,2,6,4,9999.9,0.007188010637980339,70.87938757873958
3520260223020004,平塚競輪,4R,22:09,1-3-7,1,3,7,9999.9,0.007175742149649044,70.75670392227546
6120260223020007,玉野競輪,7R,23:12,5-4-6,5,4,6,9999.9,0.00668948763018532,65.89420735309018
6120260223020005,玉野競輪,5R,22:18,6-2-7,6,2,7,9999.9,0.006147559173570157,60.47497697978421
3520260223020002,平塚競輪,2R,21:21,2-6-7,2,6,7,9999.9,0.0055965518712288494,54.96495905710137
7420260222030009,高知競輪,9R,19:20,7-6-3,7,6,3,4039.0,0.011462473015888128,45.29692851117215
8620260224010007,別府競輪,7R,11:00,6-4-3,6,4,3,7177.4,0.006318699586521615,44.351834412300235
8620260224010002,別府競輪,2R,09:20,3-4-6,3,4,6,4609.4,0.009523178540768305,42.896139165817424
7420260222030010,高知競輪,10R,19:48,6-4-3,6,4,3,9999.9,0.00429714355120684,41.97100579771328
8620260224010006,別府競輪,6R,10:40,6-5-1,6,5,1,9892.2,0.003705719864391643,35.65772204253501
5620260224010004,岸和田競輪,4R,12:24,2-6-1,2,6,1,7499.0,0.004642497859244075,33.814091446471316
3520260223020001,平塚競輪,1R,20:57,6-3-5,6,3,5,9999.9,0.0034727912409613345,33.727565130489246
3520260223020007,平塚競輪,7R,23:30,1-6-3,1,6,3,9999.9,0.0033487294371538673,32.486959498594956
5620260224010009,岸和田競輪,9R,14:41,7-6-3,7,6,3,9033.2,0.0032709739524166503,28.54736190697009
5620260224010006,岸和田競輪,6R,13:18,5-6-4,5,6,4,6246.9,0.004577583487560329,27.595706288440613
