race_id,sanrentan_result,payout_sanrentan_100
3120260222030001,1-7-5,2840
3120260222030002,6-5-7,10800
3120260222030003,3-2-1,15220
3120260222030004,4-5-2,2160
3120260222030005,5-3-6,19860
3120260222030006,1-7-3,1760
3120260222030007,2-5-7,22440
4520260223020001,2-3-5,16900
4520260223020002,4-2-1,2140
4520260223020003,7-5-1,5470
5620260224010001,3-7-5,850
5620260224010002,2-7-1,1390
5620260224010003,5-7-1,2390
5620260224010004,4-1-5,520
5620260224010005,7-3-5,370
5620260224010006,7-2-5,25910
5620260224010007,6-2-1,2600
5620260224010008,4-7-3,27160
5620260224010009,4-6-3,29850
5620260224010010,2-4-3,760
5620260224010011,1-3-2,4340
5620260224010012,3-4-7,59210
7420260222030001,4-3-1,4540
7420260222030002,5-3-2,2370
7420260222030003,4-6-1,1040
8620260224010001,3-2-6,119880
8620260224010002,5-3-7,190
8620260224010003,7-1-4,360
8620260224010004,3-1-4,18310
8620260224010005,4-5-6,11370
8620260224010006,4-2-7,520
8620260224010007,6-1-7,5810
