race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
4620260412010004,富山競輪,4R,12:06,4-6,4,6,798.3,0.035888508942609344,27.649796688885036
3820260410030007,静岡競輪,7R,22:50,5-6,5,6,592.5,0.031242489060074374,17.511174768094065
4220260411020007,名古屋競輪,7R,10:40,4-6,4,6,287.7,0.05968658310426807,16.171829959097924
1220260412010009,青森競輪,9R,19:02,4-6,4,6,645.0,0.026360502203826734,16.002523921468242
8620260410030007,別府競輪,7R,22:40,5-6,5,6,528.0,0.031674852727032285,15.724322239873047
1220260412010007,青森競輪,7R,18:14,5-6,5,6,516.0,0.03223664353963662,15.634108066452498
8320260410030008,久留米競輪,8R,18:50,4-6,4,6,333.0,0.04555446658421659,14.169637372544123
1220260412010003,青森競輪,3R,16:38,3-6,3,6,357.1,0.04135427647833802,13.767612130414507
4220260411020002,名古屋競輪,2R,09:00,4-6,4,6,219.8,0.06580826859795486,13.464657437830478
8320260410030005,久留米競輪,5R,17:38,4-6,4,6,291.0,0.04640620534263646,12.50420575470721
4620260412010006,富山競輪,6R,13:02,5-6,5,6,255.7,0.05046500527001577,11.90390184754303
1220260412010004,青森競輪,4R,17:02,5-6,5,6,182.2,0.06782793690990925,11.358250104985464
4620260412010008,富山競輪,8R,13:58,1-6,1,6,244.3,0.04265837177700395,9.421440225122065
4620260412010011,富山競輪,11R,15:28,2-6,2,6,168.5,0.05820311963555499,8.807225658591015
6320260410030002,防府競輪,2R,08:50,2-4,2,4,363.3,0.02608450307776653,8.47649996815258
2620260409040004,西武園競輪,4R,12:20,4-5,4,5,132.5,0.07104406595645527,8.413338739230323
6320260410030003,防府競輪,3R,09:10,2-3,2,3,268.6,0.03421985920290789,8.19145418190106
4220260411020006,名古屋競輪,6R,10:20,3-7,3,7,253.1,0.035931061251984836,8.094151602877362
6320260410030001,防府競輪,1R,08:30,1-6,1,6,392.1,0.023003630376352537,8.01972347056783
8320260410030002,久留米競輪,2R,16:28,6-7,6,7,101.5,0.0873430354671355,7.865318099914253
4220260411020005,名古屋競輪,5R,10:00,3-6,3,6,252.3,0.03461084622104826,7.732316501570475
1220260412010002,青森競輪,2R,16:14,1-6,1,6,97.0,0.08266031542405677,7.018050596133508
3820260410030009,静岡競輪,9R,23:30,2-7,2,7,130.5,0.060178381577073066,6.853278795808035
4220260411020003,名古屋競輪,3R,09:20,3-7,3,7,323.7,0.024096217171406243,6.799945498384201
4620260412010001,富山競輪,1R,10:45,2-6,2,6,183.5,0.039683011142018595,6.281832544560412
4620260412010003,富山競輪,3R,11:38,2-5,2,5,162.1,0.04431176807606847,6.182937605130699
4620260412010002,富山競輪,2R,11:11,3-6,3,6,265.4,0.025939234395880396,5.8842728086666565
1220260412010010,青森競輪,10R,19:26,4-5,4,5,146.6,0.046517773877915544,5.8195056505024185
6320260410030005,防府競輪,5R,09:50,1-6,1,6,250.1,0.027255281746958526,5.816545964914327
6320260410030007,防府競輪,7R,10:30,1-6,1,6,101.4,0.06543309994707737,5.634916334633646
4620260412010010,富山競輪,10R,14:57,6-7,6,7,100.5,0.06373034644191101,5.404899817412057
4620260412010009,富山競輪,9R,14:27,2-5,2,5,166.8,0.037485992896487984,5.252663615134196
2620260409040008,西武園競輪,8R,14:12,3-7,3,7,135.0,0.046050235794849015,5.216781832304617
8620260410030009,別府競輪,9R,23:20,4-5,4,5,152.2,0.03728249615442078,4.674395914702842
2620260409040009,西武園競輪,9R,14:42,4-7,4,7,267.3,0.021018005950119437,4.618112990466926
4220260411020001,名古屋競輪,1R,08:40,2-3,2,3,98.3,0.05571479902777662,4.476764744430441
8620260410030001,別府競輪,1R,20:40,5-7,5,7,206.2,0.026167528529666837,4.395744382817302
4220260411020004,名古屋競輪,4R,09:40,3-6,3,6,333.4,0.015761656890231703,4.25493640720325
3820260410030002,静岡競輪,2R,21:10,1-6,1,6,72.0,0.07172919893248908,4.164502323139214
8320260410030004,久留米競輪,4R,17:14,5-6,5,6,163.7,0.03016213644456266,3.937541735974907
1220260412010006,青森競輪,6R,17:50,5-6,5,6,66.6,0.0724827445893837,3.8273507896529537
2620260409040006,西武園競輪,6R,13:16,3-6,3,6,329.0,0.014638909377632243,3.816201185241008
1220260412010001,青森競輪,1R,15:51,6-7,6,7,64.7,0.07288966637677749,3.715961414577504
6320260410030004,防府競輪,4R,09:30,1-4,1,4,93.0,0.05044564278913157,3.6914447793892364
1220260412010011,青森競輪,11R,19:51,4-6,4,6,93.9,0.049300908275759364,3.629355287093804
8620260410030008,別府競輪,8R,23:00,5-6,5,6,97.5,0.045841860128029224,3.4695813624828498
6320260410030006,防府競輪,6R,10:10,1-6,1,6,290.7,0.015125092585525194,3.396864414612174
4620260412010007,富山競輪,7R,13:30,4-6,4,6,155.6,0.02809399652936116,3.3714258599685962
8320260410030006,久留米競輪,6R,18:02,5-6,5,6,76.2,0.05718694790285032,3.357645430197194
8320260410030001,久留米競輪,1R,16:06,1-7,1,7,131.1,0.031242676188962877,3.0959148483730328
2620260409040003,西武園競輪,3R,11:52,2-6,2,6,74.5,0.05438914653698166,3.0519914170051337
2620260409040010,西武園競輪,10R,15:12,2-4,2,4,119.3,0.03340874269294422,2.9856630032682454
2620260409040005,西武園競輪,5R,12:48,6-7,6,7,139.3,0.028428989228582505,2.960158199541543
8320260410030011,久留米競輪,11R,20:04,5-6,5,6,108.5,0.036423907352126396,2.9519939477057138
1220260412010008,青森競輪,8R,18:38,4-6,4,6,253.5,0.01522628787104538,2.8598639753100037
4620260412010005,富山競輪,5R,12:34,2-4,2,4,69.5,0.04973598832617465,2.4566511886691385
2620260409040001,西武園競輪,1R,10:58,4-5,4,5,48.4,0.07043804789668848,2.409201518199722
3820260410030008,静岡競輪,8R,23:10,2-7,2,7,116.2,0.02928495016646474,2.402911209343203
1220260412010012,青森競輪,12R,20:17,1-5,1,5,104.1,0.03224566448097088,2.3567736724690684
8320260410030003,久留米競輪,3R,16:50,3-6,3,6,51.9,0.06412629532720451,2.3281547274819143
2620260409040007,西武園競輪,7R,13:44,2-4,2,4,143.6,0.0230952702365087,2.316480805962649
8320260410030012,久留米競輪,12R,20:30,1-7,1,7,65.4,0.05058157740200368,2.3080351620910413
4620260412010012,富山競輪,12R,15:59,3-4,3,4,35.0,0.09254477263735603,2.239067042307461
8320260410030009,久留米競輪,9R,19:14,3-5,3,5,76.6,0.040603436859865366,2.110223263465687
2620260409040012,西武園競輪,12R,16:21,2-6,2,6,124.8,0.024769791534441588,2.09126998349831
2620260409040002,西武園競輪,2R,11:24,4-6,4,6,79.1,0.037739478389196675,1.9851927405854566
8620260410030003,別府競輪,3R,21:20,1-5,1,5,30.7,0.09466395534138912,1.906183428980646
8320260410030010,久留米競輪,10R,19:38,1-7,1,7,45.0,0.06065174758068547,1.7293286411308464
8620260410030002,別府競輪,2R,21:00,2-7,2,7,66.0,0.04113104824154226,1.7146491839417894
3820260410030001,静岡競輪,1R,20:50,1-5,1,5,24.9,0.10813976118052754,1.6926800533951356
2620260409040011,西武園競輪,11R,15:44,1-5,1,5,104.4,0.025707074194284914,1.6838185458833452
8620260410030006,別府競輪,6R,22:20,1-5,1,5,28.5,0.08562483087504205,1.4403076799386985
1220260412010005,青森競輪,5R,17:26,3-7,3,7,36.2,0.06596056407236944,1.387772419419774
