race_id,sanrentan_result,payout_sanrentan_100
1220260412010001,2-3-7,17680
1220260412010002,4-1-7,600
1220260412010003,1-4-3,870
2620260409040001,3-1-2,1610
2620260409040002,2-1-3,2290
2620260409040003,2-5-3,2320
2620260409040004,9-1-4,8970
2620260409040005,8-5-4,28190
2620260409040006,2-9-7,35520
2620260409040007,9-1-7,960
2620260409040008,1-8-7,4110
2620260409040009,3-8-7,14790
2620260409040010,3-1-9,1540
2620260409040011,9-4-1,24700
2620260409040012,3-9-5,1430
4220260411020001,4-1-5,1740
4220260411020002,3-1-5,390
4220260411020003,4-3-2,17710
4220260411020004,2-7-1,1650
4220260411020005,7-3-2,62570
4220260411020006,5-6-2,4920
4220260411020007,5-7-1,2900
4620260412010001,1-2-4,4620
4620260412010002,3-4-7,3180
4620260412010003,7-2-4,2510
4620260412010004,4-1-3,4620
4620260412010005,7-3-2,7280
4620260412010006,2-3-4,3350
4620260412010007,7-3-1,144360
4620260412010008,5-2-3,22180
4620260412010009,6-2-4,61070
4620260412010010,2-1-5,45230
4620260412010011,7-1-4,8910
4620260412010012,7-3-6,2040
6320260410030001,7-1-5,560
6320260410030002,5-7-6,3080
6320260410030003,1-6-4,4370
6320260410030004,6-5-4,17230
6320260410030005,1-4-3,8590
6320260410030006,4-3-2,1040
6320260410030007,4-5-6,41770
8320260410030001,4-3-5,2300
8320260410030002,5-1-7,8090
