race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
2220260603020005,前橋競輪,5R,22:18,2-1-7,2,1,7,9999.9,0.011435127167545061,113.35012816273385
2220260603020004,前橋競輪,4R,21:53,4-7-1,4,7,1,9999.9,0.011359937276328653,112.5982367695589
2220260603020001,前橋競輪,1R,20:41,1-5-3,1,5,3,9999.9,0.011097617182649767,109.97506206477941
3520260603020007,平塚競輪,7R,23:21,3-7-5,3,7,5,9999.9,0.010628039227585468,105.27932947193192
3520260603020003,平塚競輪,3R,21:37,2-5-6,2,5,6,9999.9,0.010052083857972896,99.51983337134315
2220260603020003,前橋競輪,3R,21:29,2-5-6,2,5,6,9999.9,0.009286060090350658,91.85967229749754
2220260603020002,前橋競輪,2R,21:05,2-5-6,2,5,6,9999.9,0.009178607983214754,90.78516197134923
6320260603020006,防府競輪,6R,13:30,4-7-3,4,7,3,9999.9,0.008597782445765794,84.97696467941336
2220260603020007,前橋競輪,7R,23:12,1-7-3,1,7,3,9999.9,0.008378231244539939,82.78147462227493
6320260603020007,防府競輪,7R,13:58,7-6-4,7,6,4,9999.9,0.008231265881614915,81.31183568956098
2220260603020006,前橋競輪,6R,22:45,2-1-7,2,1,7,9999.9,0.007939078194496008,78.38998803714063
4520260603020001,豊橋競輪,1R,20:57,2-3-5,2,3,5,9999.9,0.007525300792354089,74.25225539346165
4520260603020004,豊橋競輪,4R,22:09,5-7-2,5,7,2,9999.9,0.007433032057546684,73.32957727226108
4520260603020002,豊橋競輪,2R,21:21,6-5-1,6,5,1,9999.9,0.007288961523721737,71.88888634106499
3520260603020006,平塚競輪,6R,22:54,4-2-6,4,2,6,9999.9,0.00684603085492988,67.4596239462133
4320260604010007,岐阜競輪,7R,10:35,5-7-4,5,7,4,9999.9,0.0066691002246033,65.69033533601053
4520260603020007,豊橋競輪,7R,23:30,1-6-3,1,6,3,9999.9,0.006566704847796524,64.66639180748047
4520260603020006,豊橋競輪,6R,23:03,4-7-1,4,7,1,9999.9,0.006151575258625531,60.515137428729446
3520260603020001,平塚競輪,1R,20:49,1-7-4,1,7,4,8826.0,0.006708032867429441,58.20509808793224
3520260603020004,平塚競輪,4R,22:01,5-2-4,5,2,4,9999.9,0.005898789925915983,57.98730938016724
4520260603020005,豊橋競輪,5R,22:36,2-6-7,2,6,7,9999.9,0.005870654372193605,57.705956656498834
4520260603020003,豊橋競輪,3R,21:45,4-3-2,4,3,2,9999.9,0.005742169750334141,56.421123286366374
6320260603020010,防府競輪,10R,15:28,3-1-6,3,1,6,9999.9,0.0057072898616202326,56.07232788721616
4320260604010002,岐阜競輪,2R,08:50,6-2-5,6,2,5,9999.9,0.005517749879221627,54.17694701722834
3520260603020002,平塚競輪,2R,21:13,5-3-2,5,3,2,9999.9,0.005513073849152493,54.13018718414002
2120260604010002,弥彦競輪,2R,16:14,3-6-5,3,6,5,7868.1,0.006936239155852329,53.57502330216171
