race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
4320260604010001,岐阜競輪,1R,08:30,1,1,100,0.0,-100.0,0,0,0.0,0.0
4320260604010004,岐阜競輪,4R,09:32,1,1,100,0.0,-100.0,0,0,0.0,0.0
4320260604010005,岐阜競輪,5R,09:53,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260603020002,防府競輪,2R,11:38,1,1,200,0.0,-200.0,0,0,0.0,0.0
6320260603020003,防府競輪,3R,12:06,1,1,200,0.0,-200.0,0,0,0.0,0.0
8320260604010004,久留米競輪,4R,12:20,1,1,200,0.0,-200.0,0,0,0.0,0.0
6320260603020005,防府競輪,5R,13:02,1,1,100,0.0,-100.0,0,0,0.0,0.0
8320260604010006,久留米競輪,6R,13:16,1,1,100,0.0,-100.0,0,0,0.0,0.0
8320260604010007,久留米競輪,7R,13:44,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260603020008,防府競輪,8R,14:27,1,1,200,0.0,-200.0,0,0,0.0,0.0
8320260604010010,久留米競輪,10R,15:12,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260603020011,防府競輪,11R,15:59,1,1,100,0.0,-100.0,0,0,0.0,0.0
1220260602030001,青森競輪,1R,16:06,1,1,200,0.0,-200.0,0,0,0.0,0.0
2120260604010002,弥彦競輪,2R,16:14,1,1,200,0.0,-200.0,0,0,0.0,0.0
2120260604010003,弥彦競輪,3R,16:38,1,1,200,0.0,-200.0,0,0,0.0,0.0
1220260602030003,青森競輪,3R,16:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
1220260602030008,青森競輪,8R,18:50,1,0,200,0.0,-200.0,0,0,,
2120260604010010,弥彦競輪,10R,19:26,1,0,200,0.0,-200.0,0,0,,
2120260604010011,弥彦競輪,11R,19:51,1,0,200,0.0,-200.0,0,0,,
3520260603020001,平塚競輪,1R,20:49,1,0,200,0.0,-200.0,0,0,,
