race_id,sanrentan_result,payout_sanrentan_100
1220260602030001,1-5-2,1750
1220260602030002,2-7-1,21390
1220260602030003,5-1-4,760
2120260604010001,4-1-7,1860
2120260604010002,7-4-2,6930
2120260604010003,5-2-7,150
4320260604010001,2-7-1,2790
4320260604010002,1-6-4,250
4320260604010003,4-3-5,16850
4320260604010004,2-5-1,830
4320260604010005,7-5-4,890
4320260604010006,4-1-5,980
4320260604010007,1-5-4,820
6320260603020001,7-1-3,1300
6320260603020002,5-2-7,5690
6320260603020003,4-2-6,10230
6320260603020004,1-4-6,15830
6320260603020005,5-3-2,1420
6320260603020006,5-6-4,1200
6320260603020007,3-7-2,620
6320260603020008,7-3-5,11890
6320260603020009,2-4-3,44950
6320260603020010,5-1-4,540
6320260603020011,1-5-6,2140
8320260604010001,4-7-1,7270
8320260604010002,6-3-1,5480
8320260604010003,2-9-7,9350
8320260604010004,9-2-1,10990
8320260604010005,1-9-2,1640
8320260604010006,3-7-2,3600
8320260604010007,5-1-2,760
8320260604010008,7-2-5,2470
8320260604010009,9-1-3,1950
8320260604010010,2-5-7,1190
8320260604010011,2-7-4,2250
8320260604010012,2-3-6,46480
