race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
6320260603020007,防府競輪,7R,13:58,5-6,5,6,992.0,0.029614034411985776,28.37712213668989
4320260604010007,岐阜競輪,7R,10:35,5-7,5,7,779.6,0.03488774091332669,26.19848281602949
4320260604010002,岐阜競輪,2R,08:50,3-7,3,7,1064.7,0.025188857859835184,25.81857696336652
6320260603020006,防府競輪,6R,13:30,6-7,6,7,575.1,0.04008687163140998,22.05395987522388
2120260604010010,弥彦競輪,10R,19:26,5-6,5,6,326.2,0.06382014686275572,19.818131906630917
6320260603020011,防府競輪,11R,15:59,1-3,1,3,303.7,0.06551931498404318,18.89821596065391
2120260604010004,弥彦競輪,4R,17:02,1-7,1,7,545.0,0.03381960105900042,17.43168257715523
2120260604010012,弥彦競輪,12R,20:17,6-7,6,7,592.5,0.03077780713021252,17.235850724650916
2120260604010002,弥彦競輪,2R,16:14,5-6,5,6,357.6,0.03981289620108259,13.237091681507135
2120260604010003,弥彦競輪,3R,16:38,3-6,3,6,347.1,0.03983059889454103,12.825200876295193
6320260603020009,防府競輪,9R,14:57,6-7,6,7,307.6,0.04259416133157422,12.101964025592231
8320260604010002,久留米競輪,2R,11:24,3-4,3,4,249.9,0.052413800614521514,12.098208773568926
6320260603020005,防府競輪,5R,13:02,3-6,3,6,377.8,0.03435194089126597,11.978163268720284
6320260603020010,防府競輪,10R,15:28,1-7,1,7,181.4,0.07053340513731926,11.794759691909714
3520260603020001,平塚競輪,1R,20:49,4-5,4,5,249.7,0.047512326354557904,10.863827890733107
8320260604010011,久留米競輪,11R,15:44,5-6,5,6,468.0,0.025086474568255156,10.740470097943414
2120260604010011,弥彦競輪,11R,19:51,5-6,5,6,327.7,0.03326206854597252,9.899979862515195
1220260602030003,青森競輪,3R,16:50,1-6,1,6,232.6,0.04661481166790381,9.842605193954425
3520260603020002,平塚競輪,2R,21:13,1-6,1,6,189.7,0.05589354262342976,9.603005035664625
6320260603020004,防府競輪,4R,12:34,6-7,6,7,437.3,0.02423933257982907,9.599860137159252
4320260604010001,岐阜競輪,1R,08:30,5-6,5,6,264.5,0.0362366582684052,8.584596111993175
6320260603020001,防府競輪,1R,11:11,5-6,5,6,368.9,0.025380236320157464,8.362769178506088
8320260604010001,久留米競輪,1R,10:58,2-8,2,8,840.3,0.011101273694860851,8.328400285791572
8320260604010003,久留米競輪,3R,11:52,3-4,3,4,751.0,0.011958228971747665,7.9806299577824955
6320260603020002,防府競輪,2R,11:38,4-6,4,6,501.5,0.017181952638324578,7.616749248119776
8320260604010008,久留米競輪,8R,14:12,5-6,5,6,379.1,0.022143713361687373,7.394681735415684
8320260604010004,久留米競輪,4R,12:20,1-4,1,4,181.0,0.045789746514737086,7.287944119167413
4320260604010004,岐阜競輪,4R,09:32,3-4,3,4,237.2,0.03447373538960487,7.177170034414274
4320260604010006,岐阜競輪,6R,10:14,1-5,1,5,163.3,0.047555736498851614,6.765851770262469
8320260604010007,久留米競輪,7R,13:44,5-6,5,6,218.8,0.03378781103942319,6.392773055425794
8320260604010010,久留米競輪,10R,15:12,6-9,6,9,438.3,0.016565849672723603,6.260811911554756
1220260602030001,青森競輪,1R,16:06,1-6,1,6,155.0,0.046499912885630185,6.207486497272678
8320260604010009,久留米競輪,9R,14:42,2-6,2,6,357.2,0.01954674957127714,5.9820989468601935
2120260604010008,弥彦競輪,8R,18:38,3-5,3,5,217.5,0.03187855833972432,5.93358643889004
6320260603020003,防府競輪,3R,12:06,6-7,6,7,264.1,0.02534972876465577,5.69486336674559
4320260604010005,岐阜競輪,5R,09:53,2-4,2,4,231.1,0.028428918649398494,5.569923099875992
8320260604010006,久留米競輪,6R,13:16,2-8,2,8,419.1,0.01554962008243883,5.516845776550114
1220260602030011,青森競輪,11R,20:04,6-7,6,7,121.1,0.04830285422215049,4.849475646302424
2120260604010001,弥彦競輪,1R,15:51,4-6,4,6,112.4,0.046152583076740056,4.1875503378255825
6320260603020008,防府競輪,8R,14:27,1-4,1,4,129.1,0.0383121414445871,3.946097460496194
1220260602030008,青森競輪,8R,18:50,5-6,5,6,80.7,0.05572116144277238,3.496697728431731
