race_id,sanrentan_result,payout_sanrentan_100
1120260714020001,4-5-1,1150
1120260714020002,4-5-1,2360
1120260714020003,2-3-7,18410
2320260715010001,1-7-6,2070
2320260715010002,5-2-4,5250
2320260715010003,1-5-4,4160
2320260715010004,4-7-2,230
2320260715010005,7-3-2,3450
2320260715010006,3-7-4,1080
2320260715010007,3-1-5,160
2420260713030001,6-4-1,23680
2420260713030002,7-2-1,5370
2420260713030003,4-7-2,1870
2420260713030004,1-3-5,2880
2420260713030005,2-1-3,13740
2420260713030006,7-2-4,7060
2420260713030007,4-1-7,1500
2420260713030008,6-3-4,21170
2420260713030009,1-4-3,112000
2420260713030010,6-7-3,28050
2420260713030011,1-7-4,22620
2420260713030012,4-1-7,2400
5620260713030001,3-1-4,2590
5620260713030002,2-1-4,6810
5620260713030003,5-2-4,650
5620260713030004,7-3-1,1050
5620260713030005,3-6-2,10720
5620260713030006,4-6-7,1470
5620260713030007,1-7-6,3500
5620260713030008,7-2-4,680
5620260713030009,4-2-5,5840
5620260713030010,7-2-1,330
5620260713030011,3-2-7,60360
6120260714020001,5-3-1,3280
6120260714020002,1-5-7,2750
6120260714020003,5-2-7,48550
6120260714020004,3-5-2,7790
6120260714020005,5-4-1,3120
6120260714020006,7-2-6,38720
6120260714020007,3-6-1,8070
6120260714020008,3-2-7,13680
6120260714020009,7-4-5,3760
6120260714020010,2-4-3,8680
6120260714020011,5-1-2,3660
6120260714020012,3-2-5,4190
8520260713030001,2-5-6,1960
8520260713030002,3-5-2,5130
8520260713030003,2-1-6,7170
8720260713030001,4-2-1,19970
8720260713030002,7-1-5,1590
8720260713030003,2-4-1,9040
8720260713030004,5-7-1,2210
8720260713030005,1-7-3,1210
8720260713030006,7-4-3,890
8720260713030007,4-3-1,5030
