race_id,sanrentan_result,payout_sanrentan_100
1320260722010001,3-6-4,95960
1320260722010002,2-1-7,3050
1320260722010003,1-5-3,5110
1320260722010004,6-7-5,100940
1320260722010005,2-1-3,1470
2220260722010001,1-5-4,640
2220260722010002,7-4-6,10240
2220260722010003,2-6-5,2190
2220260722010004,6-7-3,1770
2220260722010005,5-2-3,4990
2220260722010006,1-9-3,2680
2220260722010007,3-8-5,3320
2220260722010008,3-7-8,17000
2220260722010009,9-5-3,27180
2220260722010010,1-6-9,18000
2220260722010011,8-3-2,45370
3720260722010001,3-4-5,21940
3720260722010002,3-2-1,4770
3720260722010003,4-1-5,2060
3720260722010004,1-2-5,3090
3720260722010005,1-7-2,2520
4620260721020001,1-7-4,1190
4620260721020002,7-2-4,1910
4620260721020003,6-1-3,90530
4620260721020004,3-5-6,89190
4620260721020005,7-3-1,1580
4620260721020006,1-4-2,5260
4620260721020007,1-6-2,5940
4620260721020008,3-4-6,2040
4620260721020009,2-1-5,11980
4620260721020010,7-4-3,3340
4620260721020011,1-3-5,1020
4620260721020012,1-4-5,1130
4720260721020001,2-4-7,1010
4720260721020002,4-1-2,4260
4720260721020003,4-3-7,1060
4720260721020004,4-2-5,1740
4720260721020005,7-4-6,1690
4720260721020006,6-1-4,10850
4720260721020007,3-1-2,11890
4720260721020008,2-1-5,30170
4720260721020009,1-3-7,2860
4720260721020010,5-2-7,4510
4720260721020011,3-1-4,11300
5620260720030001,4-1-5,3500
5620260720030002,3-1-2,12660
5620260720030003,3-7-1,32520
5620260720030004,1-5-4,5640
5620260720030005,1-5-2,7910
5620260720030006,7-1-2,15280
5620260720030007,7-5-2,320
5620260720030008,2-7-1,1630
5620260720030009,2-7-4,2400
5620260720030010,6-3-1,800
5620260720030011,4-1-5,2210
5620260720030012,1-6-7,250
6120260722010001,6-7-1,1630
6120260722010002,2-7-1,6820
6120260722010003,4-1-5,230
6120260722010004,1-4-3,6650
6120260722010005,2-1-5,5410
6120260722010006,3-6-7,1940
6120260722010007,7-1-3,440
6120260722010008,2-7-4,1300
6120260722010009,2-5-3,1280
6120260722010010,7-1-2,13160
6120260722010011,3-5-1,1310
6120260722010012,3-7-4,10790
6220260722010001,3-1-6,1080
6220260722010002,3-1-5,5080
6220260722010003,1-3-2,1060
6220260722010004,3-2-4,6890
6220260722010005,1-2-4,820
6220260722010006,1-2-5,5020
8520260722010001,2-3-1,850
8520260722010002,3-2-5,2590
8520260722010003,7-2-4,780
8520260722010004,4-1-3,300
8520260722010005,2-4-6,6300
8520260722010006,3-5-2,1490
8520260722010007,5-2-4,3890
