race_id,sanrentan_result,payout_sanrentan_100
2220260710030001,2-7-1,26100
2220260710030002,1-4-2,1790
2220260710030003,1-2-6,10310
2220260710030004,3-1-7,8890
2220260710030005,7-1-6,8310
2220260710030006,3-2-7,11930
2220260710030007,1-3-7,13780
2220260710030008,2-9-1,910
2220260710030009,7-3-1,1420
2220260710030010,1-6-3,2630
2220260710030011,5-1-3,5570
2220260710030012,1-7-6,41160
3620260710030001,1-2-6,4270
3620260710030002,7-4-5,420
3620260710030003,7-1-3,8260
3620260710030004,5-4-1,1270
3620260710030005,4-2-7,15190
3620260710030006,1-2-3,40190
3620260710030007,1-5-3,11710
3720260710030001,2-7-3,5190
3720260710030002,1-7-6,4100
3720260710030003,2-4-3,19080
4320260711020001,1-6-4,330
4320260711020002,7-2-1,11280
4320260711020003,2-5-7,5600
4320260711020004,4-3-7,13270
4320260711020005,5-7-1,8100
4320260711020006,3-5-4,58290
4320260711020007,5-1-4,6120
4320260711020008,1-7-5,1480
4320260711020009,4-1-7,2740
4320260711020010,7-4-1,9370
4320260711020011,7-1-4,8760
4320260711020012,5-7-3,5850
7520260711020001,1-7-2,8540
7520260711020002,5-1-3,30510
