race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
5320260227010002,奈良競輪,2R,09:10,1,1,100,0.0,-100.0,0,0,0.0,0.0
5320260227010004,奈良競輪,4R,09:52,1,1,100,0.0,-100.0,0,0,0.0,0.0
5320260227010006,奈良競輪,6R,10:34,1,1,100,0.0,-100.0,0,0,0.0,0.0
5320260227010007,奈良競輪,7R,10:55,1,1,100,0.0,-100.0,0,0,0.0,0.0
3620260225030005,小田原競輪,5R,12:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260225030005,取手競輪,5R,13:04,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260225030006,小田原競輪,6R,13:18,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260225030006,取手競輪,6R,13:32,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260225030011,小田原競輪,11R,15:39,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260227010001,松山競輪,1R,15:47,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260225030012,小田原競輪,12R,16:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260227010002,松山競輪,2R,16:18,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260225030002,前橋競輪,2R,16:26,1,1,200,0.0,-200.0,0,1,0.0,1.0
7520260227010003,松山競輪,3R,16:38,1,1,100,0.0,-100.0,0,0,0.0,0.0
2220260225030003,前橋競輪,3R,16:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260227010004,松山競輪,4R,17:02,1,0,200,0.0,-200.0,0,0,,
7520260227010007,松山競輪,7R,18:14,1,0,200,0.0,-200.0,0,0,,
7520260227010009,松山競輪,9R,19:02,1,0,200,0.0,-200.0,0,0,,
2220260225030010,前橋競輪,10R,19:38,1,0,200,0.0,-200.0,0,0,,
7520260227010011,松山競輪,11R,19:51,1,0,200,0.0,-200.0,0,0,,
