race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
3120260304010002,松戸競輪,2R,21:21,2-7-6,2,7,6,9999.9,0.011656691436009664,115.56574869095304
3120260304010004,松戸競輪,4R,22:09,1-7-3,1,7,3,9999.9,0.011613659249285367,115.13543112692874
3120260304010003,松戸競輪,3R,21:45,2-3-1,2,3,1,9999.9,0.010717889125002539,106.17781946111289
8720260304010004,熊本競輪,4R,21:53,2-6-5,2,6,5,9999.9,0.009065317825019526,89.65227171841276
2420260304010004,宇都宮競輪,4R,22:01,2-3-7,2,3,7,9999.9,0.0078183362715862,77.18258088223484
8720260304010005,熊本競輪,5R,22:18,6-1-5,6,1,5,9999.9,0.007313371671199055,72.13298537482342
8720260304010002,熊本競輪,2R,21:05,2-7-5,2,7,5,9999.9,0.007003717793027404,69.03647755849474
3120260304010006,松戸競輪,6R,23:03,3-5-4,3,5,4,9999.9,0.006934469784310078,68.34400439612234
8720260304010006,熊本競輪,6R,22:45,5-2-6,5,2,6,9999.9,0.006784118320290406,66.84050479107202
2420260304010007,宇都宮競輪,7R,23:21,6-3-7,6,3,7,9999.9,0.006059355591565085,59.59294998009169
8720260304010007,熊本競輪,7R,23:12,6-2-4,6,2,4,9999.9,0.005954042727676898,58.53983187249621
2420260304010006,宇都宮競輪,6R,22:54,5-7-2,5,7,2,9999.9,0.005824983536485327,57.249252866499624
3120260304010005,松戸競輪,5R,22:36,7-2-3,7,2,3,9999.9,0.005710512009229708,56.104549041096156
8720260304010003,熊本競輪,3R,21:29,5-7-2,5,7,2,9999.9,0.005249757449511413,51.49704951936918
2420260304010005,宇都宮競輪,5R,22:27,2-3-7,2,3,7,9999.9,0.004723721981332722,46.23674744112908
3620260303020005,小田原競輪,5R,10:20,5-6-7,5,6,7,6036.9,0.0076209432234858755,45.00687214586188
3120260304010007,松戸競輪,7R,23:30,5-7-2,5,7,2,9999.9,0.004450481691331939,43.504371865150254
3720260304010004,伊東競輪,4R,17:06,5-6-3,5,6,3,6111.9,0.005717938450594513,33.9474680161886
3620260303020001,小田原競輪,1R,09:00,4-6-5,4,6,5,5065.8,0.006516253432092706,32.01003663629523
3720260304010007,伊東競輪,7R,18:21,5-7-3,5,7,3,6064.7,0.005095025560486706,29.899801516683727
3620260303020004,小田原競輪,4R,10:00,7-6-4,7,6,4,3917.4,0.00724920059692655,27.398018418400067
2620260304010012,西武園競輪,12R,16:10,4-7-6,4,7,6,5627.1,0.004998223237785422,27.12550198134235
2620260304010007,西武園競輪,7R,13:48,5-6-3,5,6,3,2796.5,0.009812658435365986,26.44109931450098
4520260304010003,豊橋競輪,3R,09:30,5-7-6,5,7,6,7474.3,0.003583437289681984,25.783685334270054
4520260304010006,豊橋競輪,6R,10:30,2-6-7,2,6,7,6601.3,0.00395479478268003,25.106786798905684
2620260304010003,西武園競輪,3R,11:59,7-5-6,7,5,6,8520.1,0.0030404294262730723,24.904762754789203
3720260304010011,伊東競輪,11R,20:04,6-4-5,6,4,5,9780.0,0.002574059414499618,24.174301073806262
2620260304010011,西武園競輪,11R,15:41,6-5-2,6,5,2,9312.8,0.00265421560790633,23.718179113310068
2620260304010002,西武園競輪,2R,11:32,7-6-5,7,6,5,1742.3,0.014091518106689677,23.551651997285422
4520260304010004,豊橋競輪,4R,09:50,5-6-3,5,6,3,9178.8,0.0026062023088164665,22.92180975216458
3720260304010006,伊東競輪,6R,17:56,7-2-3,7,2,3,5705.4,0.004047261920189924,22.09124815945159
2620260304010004,西武園競輪,4R,12:26,7-4-6,7,4,6,9789.4,0.0023155466958975604,21.667812824819578
2620260304010006,西武園競輪,6R,13:20,3-7-6,3,7,6,1594.6,0.013725213291123752,20.886225114025933
2620260304010009,西武園競輪,9R,14:44,4-6-7,4,6,7,7483.0,0.0028172047869070597,20.081143420425526
3720260304010001,伊東競輪,1R,15:54,2-6-5,2,6,5,5153.1,0.003756543457158924,18.357844089085653
2620260304010008,西武園競輪,8R,14:16,6-4-7,6,4,7,5997.1,0.00307156322299325,17.42047180461282
2620260304010001,西武園競輪,1R,11:05,4-6-5,4,6,5,7291.7,0.002471452956086813,17.021093519898212
3720260304010002,伊東競輪,2R,16:18,3-6-5,3,6,5,1786.0,0.009972610001781622,16.811081463181978
3720260304010010,伊東競輪,10R,19:38,2-6-4,2,6,4,2493.6,0.007026995273747925,16.522515414617825
2620260304010005,西武園競輪,5R,12:53,1-2-4,1,2,4,2009.9,0.00831031387712757,15.702899861638702
2420260304010002,宇都宮競輪,2R,21:13,5-2-6,5,2,6,1456.5,0.009152833813249465,12.331102448997846
4520260304010001,豊橋競輪,1R,08:50,7-6-4,7,6,4,3361.0,0.0037852031576771964,11.722067812953057
3720260304010009,伊東競輪,9R,19:12,5-6-1,5,6,1,3869.6,0.003280203592797676,11.693075822689888
3620260303020006,小田原競輪,6R,10:40,3-6-7,3,6,7,3335.6,0.0037887698827301446,11.63782082083467
2620260304010010,西武園競輪,10R,15:12,1-6-2,1,6,2,3358.1,0.0037555363667099496,11.611466673048682
8720260304010001,熊本競輪,1R,20:41,5-2-6,5,2,6,1971.2,0.00629600110259386,11.410677373433018
3620260303020002,小田原競輪,2R,09:20,3-6-1,3,6,1,1261.4,0.00928940456369062,10.717654916639349
