race_id,sanrentan_result,payout_sanrentan_100
1120260409030001,3-1-5,2210
1120260409030002,1-7-4,350
2620260409030001,1-4-3,3660
2620260409030002,1-4-3,3240
2620260409030003,1-3-7,16570
2620260409030004,3-8-7,54340
2620260409030005,4-3-8,3870
2620260409030006,3-1-9,740
2620260409030007,3-7-5,4680
2620260409030008,1-5-2,3130
2620260409030009,1-7-9,7470
2620260409030010,5-8-2,710
2620260409030011,5-9-7,41870
2620260409030012,3-9-1,4210
3620260409030001,5-3-1,2740
3620260409030002,1-5-2,320
3620260409030003,7-1-4,4940
3620260409030004,2-6-1,3290
3620260409030005,1-7-4,1210
3620260409030006,5-4-2,1600
3620260409030007,4-3-1,740
3620260409030008,1-3-7,14200
3620260409030009,1-7-4,1670
3620260409030010,6-2-1,950
3620260409030011,7-2-4,1040
4220260411010001,6-5-4,18910
4220260411010002,1-5-7,1330
4220260411010003,4-2-7,190
4220260411010004,7-3-5,3110
4220260411010005,2-7-5,440
4220260411010006,4-2-5,390
4220260411010007,7-5-3,21400
6320260410020001,3-4-7,112380
6320260410020002,5-3-1,1180
6320260410020003,7-2-6,6660
6320260410020004,2-5-6,5330
6320260410020005,4-3-7,460
6320260410020006,7-2-5,290
6320260410020007,2-6-3,2530
8320260410020001,7-5-2,3700
8320260410020002,4-1-5,5250
8320260410020003,4-3-7,3540
