race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
2320260319020002,取手競輪,2R,09:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260319020004,取手競輪,4R,09:52,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260319020006,取手競輪,6R,10:34,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260319020007,取手競輪,7R,10:55,1,1,100,0.0,-100.0,0,0,0.0,0.0
8720260320010002,熊本競輪,2R,11:23,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260319020003,防府競輪,3R,11:35,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260320010006,熊本競輪,6R,13:12,1,1,100,0.0,-100.0,0,0,0.0,0.0
8720260320010007,熊本競輪,7R,13:42,1,1,200,0.0,-200.0,0,0,0.0,0.0
6320260319020008,防府競輪,8R,14:05,1,1,100,0.0,-100.0,0,0,0.0,0.0
8720260320010008,熊本競輪,8R,14:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260320010011,熊本競輪,11R,15:35,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260320010002,前橋競輪,2R,16:16,1,1,200,0.0,-200.0,0,0,0.0,0.0
8120260319020004,小倉競輪,4R,17:18,1,0,200,0.0,-200.0,0,0,,
8120260319020005,小倉競輪,5R,17:42,1,0,200,0.0,-200.0,0,0,,
8120260319020006,小倉競輪,6R,18:06,1,0,200,0.0,-200.0,0,0,,
8120260319020009,小倉競輪,9R,19:22,1,0,200,0.0,-200.0,0,0,,
2220260320010011,前橋競輪,11R,20:02,1,0,200,0.0,-200.0,0,0,,
2220260320010012,前橋競輪,12R,20:30,1,0,200,0.0,-200.0,0,0,,
1320260319020001,いわき平競輪,1R,20:40,1,0,100,0.0,-100.0,0,0,,
1320260319020002,いわき平競輪,2R,21:00,1,0,200,0.0,-200.0,0,0,,
