race_id,sanrentan_result,payout_sanrentan_100
2220260320010001,3-5-4,1320
2220260320010002,1-4-5,2710
2220260320010003,1-4-7,600
2320260319020001,5-2-4,990
2320260319020002,5-7-1,660
2320260319020003,7-6-2,7400
2320260319020004,2-4-5,10910
2320260319020005,2-7-4,5310
2320260319020006,7-2-6,2100
2320260319020007,4-1-7,4470
6320260319020001,5-2-7,2870
6320260319020002,3-5-7,2550
6320260319020003,9-7-3,15150
6320260319020004,5-7-2,16220
6320260319020005,1-9-7,540
6320260319020006,7-3-6,48120
6320260319020007,4-2-7,4250
6320260319020008,9-1-6,510
6320260319020009,1-9-3,7990
6320260319020010,4-5-2,18260
6320260319020011,1-7-2,1270
6320260319020012,9-1-4,13120
8120260319020001,5-1-4,83840
8120260319020002,1-4-5,11240
8720260320010001,2-4-7,650
8720260320010002,3-2-5,7520
8720260320010003,5-2-4,10210
8720260320010004,4-7-2,27470
8720260320010005,1-6-2,28180
8720260320010006,4-6-1,41450
8720260320010007,4-7-6,340
8720260320010008,7-4-5,23710
8720260320010009,3-7-4,5260
8720260320010010,1-7-3,3820
8720260320010011,7-2-1,750
8720260320010012,5-1-4,3460
