race_id,sanrentan_result,payout_sanrentan_100
1120260507010001,7-4-1,370
1120260507010002,2-4-6,1940
1120260507010003,5-3-2,3470
1120260507010004,2-1-6,54800
1120260507010005,4-7-1,160
1120260507010006,3-4-2,32930
1120260507010007,2-3-7,125890
1120260507010008,4-7-5,8300
1120260507010009,5-1-7,870
1120260507010010,2-5-7,1760
1120260507010011,5-2-1,5190
4320260505030001,1-6-2,6100
4320260505030002,4-2-3,6950
4320260505030003,3-7-1,1970
4320260505030004,7-2-4,3770
4320260505030005,1-4-2,9010
4320260505030006,3-7-1,860
4320260505030007,5-3-4,3860
6220260506020001,1-2-3,10690
6220260506020002,5-3-7,11560
6220260506020003,5-4-1,2120
6220260506020004,3-1-5,4100
6220260506020005,5-4-1,2720
6220260506020006,1-2-5,4240
6220260506020007,3-7-4,700
6220260506020008,7-4-2,6390
6220260506020009,2-4-7,63640
6220260506020010,7-1-5,25290
6220260506020011,1-3-4,29000
6220260506020012,4-1-2,1840
8720260507010001,1-4-3,760
8720260507010002,2-5-1,16050
8720260507010003,7-3-1,3570
8720260507010004,7-1-5,8510
8720260507010005,5-7-4,8100
8720260507010006,1-2-4,18890
8720260507010007,1-7-2,2490
8720260507010008,5-1-7,360
8720260507010009,5-4-7,5110
8720260507010010,5-4-3,17790
8720260507010011,2-7-4,4800
8720260507010012,6-3-1,7080
