race_id,sanrentan_result,payout_sanrentan_100
1120260714010001,5-2-6,3150
1120260714010002,7-1-5,530
1120260714010003,5-7-2,840
1120260714010004,3-4-7,1230
1120260714010005,5-2-1,7730
1120260714010006,1-5-6,890
1120260714010007,7-4-1,740
1120260714010008,5-2-4,73180
1120260714010009,7-1-3,3980
1120260714010010,1-4-6,7810
1120260714010011,7-3-4,630
2420260713020001,4-2-5,104610
2420260713020002,7-4-1,4660
2420260713020003,5-3-1,2250
2420260713020004,1-5-3,16110
2420260713020005,5-7-2,13350
2420260713020006,7-4-2,490
2420260713020007,1-5-3,5120
2420260713020008,4-2-5,3600
2420260713020009,5-7-3,8380
2420260713020010,4-5-1,25420
2420260713020011,2-7-6,285070
2420260713020012,5-1-7,500
5620260713020001,4-2-7,1500
5620260713020002,7-2-4,12530
5620260713020003,4-2-1,1940
5620260713020004,1-7-3,970
5620260713020005,3-5-7,760
5620260713020006,5-2-4,85520
5620260713020007,5-3-7,2910
5620260713020008,1-6-3,3000
5620260713020009,3-2-4,27750
5620260713020010,4-1-5,2170
5620260713020011,4-5-7,20670
6120260714010001,7-3-1,600
6120260714010002,3-4-7,1590
6120260714010003,7-3-6,13130
6120260714010004,3-5-2,1080
6120260714010005,2-5-7,3900
6120260714010006,7-1-5,5810
6120260714010007,5-3-4,1370
6120260714010008,7-1-2,9500
6120260714010009,5-6-2,1770
6120260714010010,2-6-7,13540
6120260714010011,1-7-3,22520
6120260714010012,2-5-4,36280
8520260713020001,4-1-3,510
8520260713020002,5-2-7,6860
8520260713020003,7-3-1,1370
8520260713020004,5-1-3,830
8520260713020005,1-4-6,370
8520260713020006,2-4-1,590
8520260713020007,4-5-1,730
8520260713020008,3-1-4,1350
8520260713020009,3-6-4,2480
8520260713020010,3-7-5,2160
8720260713020001,3-2-1,9470
8720260713020002,3-4-5,3000
8720260713020003,1-7-4,6430
8720260713020004,6-1-7,10880
8720260713020005,5-7-4,2570
8720260713020006,5-1-2,2240
8720260713020007,5-1-4,6080
