race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
6120260525010006,玉野競輪,6R,22:54,1-7,1,7,4976.2,0.09013446521363991,447.5271257961149
6120260525010007,玉野競輪,7R,23:21,1-7,1,7,790.5,0.10502534058911135,82.02253173569252
4220260525010006,名古屋競輪,6R,22:45,1-7,1,7,318.7,0.09252734410175759,28.488464565230142
8620260525010004,別府競輪,4R,16:55,6-7,6,7,1065.9,0.019450466608494563,19.73225235799436
8620260525010011,別府競輪,11R,19:48,4-6,4,6,1011.0,0.019284534859369862,18.49666474282293
1120260523030004,函館競輪,4R,17:07,5-7,5,7,169.1,0.10705103737437363,17.10233042000658
3820260524020006,静岡競輪,6R,13:22,4-6,4,6,559.4,0.03178230681802152,16.779022434001238
4220260525010005,名古屋競輪,5R,22:18,1-3,1,3,155.2,0.0991020948244266,14.380645116751007
6120260525010004,玉野競輪,4R,22:01,2-4,2,4,223.5,0.06346425809286013,13.18426168375424
4420260525010003,大垣競輪,3R,11:40,4-6,4,6,307.8,0.045831121597701606,13.106819227772554
5520260523030003,和歌山競輪,3R,09:11,3-6,3,6,267.4,0.04094855350151301,9.949643206304579
8620260525010002,別府競輪,2R,16:07,1-6,1,6,187.4,0.056176733234701334,9.52751980818303
3820260524020005,静岡競輪,5R,12:52,1-3,1,3,283.9,0.03699729979494005,9.50353341178348
3820260524020002,静岡競輪,2R,11:26,6-7,6,7,259.0,0.03868577060399732,9.019614586435306
4420260525010011,大垣競輪,11R,15:38,6-7,6,7,349.4,0.026876801883153417,8.390754577973803
4420260525010006,大垣競輪,6R,13:07,4-6,4,6,198.4,0.04572078633892067,8.071004009641861
5520260523030002,和歌山競輪,2R,08:50,1-6,1,6,286.9,0.031227779114915696,7.9592498280693125
5520260523030006,和歌山競輪,6R,10:14,1-3,1,3,210.8,0.041800750753677646,7.811598258875248
4420260525010012,大垣競輪,12R,16:14,2-3,2,3,141.8,0.059437633562071136,7.428256439101688
5520260523030005,和歌山競輪,5R,09:53,3-6,3,6,120.8,0.06813842918783597,7.231122245890585
3820260524020007,静岡競輪,7R,13:52,2-6,2,6,99.9,0.07937383618429825,6.929446234811396
3820260524020004,静岡競輪,4R,12:22,2-3,2,3,175.0,0.044451337796868357,6.778984114451962
4420260525010004,大垣競輪,4R,12:08,6-7,6,7,355.3,0.021874273613100362,6.771929414734559
2720260525010001,京王閣競輪,1R,20:57,1-7,1,7,104.2,0.07108501487151381,6.407058549611739
5520260523030001,和歌山競輪,1R,08:30,4-5,4,5,177.4,0.041182531074841655,6.30578101267691
3820260524020011,静岡競輪,11R,15:52,4-6,4,6,219.0,0.03303113601401121,6.233818787068455
4420260525010010,大垣競輪,10R,15:07,6-7,6,7,103.5,0.06900976232482442,6.142510400619328
5520260523030004,和歌山競輪,4R,09:32,3-5,3,5,210.6,0.03377884077525106,6.1138238672678735
1120260523030006,函館競輪,6R,17:55,1-3,1,3,89.3,0.07702696670422784,5.878508126687547
1120260523030003,函館競輪,3R,16:43,3-5,3,5,96.3,0.07077761361704492,5.815884191321426
1120260523030009,函館競輪,9R,19:09,5-6,5,6,158.2,0.043024667739327685,5.806502436361639
8620260525010003,別府競輪,3R,16:31,4-5,4,5,446.6,0.014737793323966571,5.581898498483471
4420260525010002,大垣競輪,2R,11:12,6-7,6,7,158.1,0.04163025031039828,5.581742574073967
8620260525010001,別府競輪,1R,15:45,5-6,5,6,140.2,0.045444078686316405,5.371259831821559
2720260525010006,京王閣競輪,6R,23:03,1-7,1,7,66.7,0.09478020113706198,5.321839415842034
8620260525010006,別府競輪,6R,17:43,4-6,4,6,103.8,0.06071446790741944,5.302161768790137
1120260523030001,函館競輪,1R,15:59,1-5,1,5,54.8,0.10415203885426268,4.707531729213595
4420260525010008,大垣競輪,8R,14:07,6-7,6,7,140.3,0.04052107340042431,4.685106598079531
3820260524020001,静岡競輪,1R,10:58,5-6,5,6,113.0,0.050299428844680444,4.68383545944889
8620260525010010,別府競輪,10R,19:22,5-6,5,6,97.5,0.05762510918668883,4.618448145702161
3820260524020008,静岡競輪,8R,14:22,6-7,6,7,251.4,0.022137732523593048,4.565425956431293
3820260524020009,静岡競輪,9R,14:52,1-6,1,6,209.6,0.024559589255680622,4.147689907990658
4420260525010007,大垣競輪,7R,13:37,6-7,6,7,127.6,0.04029465037533302,4.141597387892493
3820260524020003,静岡競輪,3R,11:54,5-7,5,7,119.7,0.04027776095242719,3.8212479860055346
4420260525010009,大垣競輪,9R,14:37,2-5,2,5,74.1,0.06318006884936765,3.6816431017381426
4420260525010005,大垣競輪,5R,12:37,4-6,4,6,119.3,0.03919688896543109,3.676188853575929
2720260525010004,京王閣競輪,4R,22:09,1-3,1,3,69.0,0.06740654937445435,3.65105190683735
4420260525010001,大垣競輪,1R,10:45,5-7,5,7,127.3,0.03596587238354474,3.578455554425245
3820260524020010,静岡競輪,10R,15:22,1-3,1,3,181.1,0.02521122334501858,3.565752547782865
5520260523030007,和歌山競輪,7R,10:35,3-5,3,5,149.6,0.028625944325262963,3.282441271059339
1120260523030002,函館競輪,2R,16:21,4-7,4,7,40.8,0.09585346631209982,2.910821425533672
2720260525010007,京王閣競輪,7R,23:30,3-5,3,5,63.0,0.056648112741806624,2.5688311027338173
4220260525010001,名古屋競輪,1R,20:41,5-7,5,7,117.0,0.03014982883086944,2.5275299732117245
1120260523030008,函館競輪,8R,18:43,6-7,6,7,55.0,0.06360569793104531,2.498313386207492
8620260525010005,別府競輪,5R,17:19,3-6,3,6,42.9,0.08001482385989253,2.4326359435893896
8620260525010007,別府競輪,7R,18:07,5-6,5,6,145.5,0.02336008368569727,2.398892176268953
1120260523030010,函館競輪,10R,19:35,2-3,2,3,97.9,0.03305940550043988,2.2365157984930644
4220260525010007,名古屋競輪,7R,23:12,1-7,1,7,35.2,0.09107129379024623,2.2057095414166676
1120260523030012,函館競輪,12R,20:30,1-6,1,6,55.2,0.055127357781309005,2.0430301495282572
1120260523030011,函館競輪,11R,20:01,5-6,5,6,89.0,0.031192444873820165,1.7761275937699947
6120260525010001,玉野競輪,1R,20:49,1-7,1,7,37.1,0.07252608975085015,1.6907179297565404
8620260525010009,別府競輪,9R,18:56,4-6,4,6,50.5,0.049156193440965903,1.482387768768778
2720260525010005,京王閣競輪,5R,22:36,1-5,1,5,38.2,0.0640076947238103,1.4450939384495536
