race_id,sanrentan_result,payout_sanrentan_100
2220260307010001,2-1-4,4100
2220260307010002,7-1-5,520
2220260307010003,4-1-2,570
2220260307010004,7-1-2,1520
2220260307010005,4-5-2,580
2220260307010006,5-1-3,410
2220260307010007,1-7-3,1170
2220260307010008,2-5-3,4060
2220260307010009,2-4-5,2640
2220260307010010,1-5-3,1170
2220260307010011,3-2-7,2990
2820260307010001,1-3-7,10940
2820260307010002,5-7-2,10210
2820260307010003,5-1-7,13600
2820260307010004,4-5-7,820
2820260307010005,1-7-3,3050
2820260307010006,7-3-4,1370
2820260307010007,4-2-5,10920
4320260307010001,2-1-6,570
4320260307010002,4-1-3,4780
4320260307010003,2-5-1,5740
4320260307010004,1-2-7,13400
4320260307010005,4-1-3,8060
4320260307010006,1-3-6,620
7520260305030001,4-2-7,2440
7520260305030002,2-6-1,96400
7520260305030003,3-9-2,37930
7520260305030004,7-9-2,1730
7520260305030005,9-1-4,860
7520260305030006,7-2-9,1850
7520260305030007,2-9-5,27030
7520260305030008,9-7-3,1640
7520260305030009,9-2-1,57510
7520260305030010,1-9-6,5200
7520260305030011,1-7-5,1540
7520260305030012,1-9-5,340
8120260306020001,2-7-6,40690
8120260306020002,7-2-6,4790
8120260306020003,5-1-3,1330
8120260306020004,3-1-2,20380
8120260306020005,1-4-6,29210
8120260306020006,4-1-5,1200
8120260306020007,5-4-7,108540
8120260306020008,1-5-4,4040
8120260306020009,4-1-5,2130
8120260306020010,1-3-6,2420
8120260306020011,5-1-2,2220
8120260306020012,1-5-7,700
8320260307010001,5-1-7,38590
8320260307010002,1-3-5,560
8320260307010003,2-1-3,280
8320260307010004,1-3-4,5890
8320260307010005,4-3-2,2880
8320260307010006,2-1-5,1640
8320260307010007,1-4-2,5990
