race_id,sanrentan_result,payout_sanrentan_100
1120260714030001,7-2-4,17320
1120260714030002,4-7-1,260
1120260714030003,7-3-4,37110
2320260715020001,2-4-1,4690
2320260715020002,1-3-5,680
2320260715020003,7-1-5,34700
2320260715020004,7-3-6,30640
2320260715020005,5-2-6,2130
2320260715020006,5-3-1,4340
2320260715020007,1-4-5,1240
2620260716010001,2-3-4,4570
2620260716010002,3-2-4,4390
2620260716010003,1-4-2,1820
4720260716010001,6-5-4,17680
4720260716010002,2-4-5,4770
4720260716010003,4-1-6,2030
4720260716010004,7-2-4,180
4720260716010005,1-3-4,2720
4720260716010006,5-2-7,1590
4720260716010007,1-5-7,4430
4720260716010008,5-2-4,2600
4720260716010009,1-4-7,450
4720260716010010,1-2-3,1430
4720260716010011,7-5-1,10640
4720260716010012,3-6-5,23940
6120260714030001,4-3-5,1120
6120260714030002,5-2-3,24150
6120260714030003,5-2-7,900
6120260714030004,1-7-5,620
6120260714030005,2-7-4,740
6120260714030006,3-7-4,13820
6120260714030007,5-1-7,1080
6120260714030008,3-5-6,4630
6120260714030009,2-7-3,6280
6120260714030010,6-1-3,76120
6120260714030011,7-3-2,1740
6120260714030012,3-4-5,51340
