race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
6320260410030001,防府競輪,1R,08:30,1,1,200,0.0,-200.0,0,0,0.0,0.0
4220260411020001,名古屋競輪,1R,08:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
4220260411020002,名古屋競輪,2R,09:00,1,1,200,0.0,-200.0,0,0,0.0,0.0
4220260411020004,名古屋競輪,4R,09:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
4220260411020007,名古屋競輪,7R,10:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
4620260412010004,富山競輪,4R,12:06,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260409040004,西武園競輪,4R,12:20,1,1,200,0.0,-200.0,0,0,0.0,0.0
4620260412010006,富山競輪,6R,13:02,1,1,200,0.0,-200.0,0,0,0.0,0.0
4620260412010009,富山競輪,9R,14:27,1,1,200,0.0,-200.0,0,0,0.0,0.0
4620260412010010,富山競輪,10R,14:57,1,1,200,0.0,-200.0,0,0,0.0,0.0
4620260412010011,富山競輪,11R,15:28,1,1,200,0.0,-200.0,0,0,0.0,0.0
1220260412010001,青森競輪,1R,15:51,1,1,200,0.0,-200.0,0,0,0.0,0.0
1220260412010002,青森競輪,2R,16:14,1,1,200,0.0,-200.0,0,0,0.0,0.0
8320260410030002,久留米競輪,2R,16:28,1,1,200,0.0,-200.0,0,0,0.0,0.0
1220260412010003,青森競輪,3R,16:38,1,1,100,0.0,-100.0,0,0,0.0,0.0
1220260412010004,青森競輪,4R,17:02,1,0,200,0.0,-200.0,0,0,,
1220260412010008,青森競輪,8R,18:38,1,0,200,0.0,-200.0,0,0,,
1220260412010009,青森競輪,9R,19:02,1,0,200,0.0,-200.0,0,0,,
1220260412010011,青森競輪,11R,19:51,1,0,200,0.0,-200.0,0,0,,
3820260410030002,静岡競輪,2R,21:10,1,0,200,0.0,-200.0,0,0,,
