bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,18,2,0,0.0,0,0.0,3100.0,400.0,0.0,-3100.0,0.008019335611515414,3712.8600000000006,23.29794676289716
