race_id,sanrentan_result,payout_sanrentan_100
2720260223010001,3-2-6,32520
2720260223010002,5-2-1,30370
3120260222020001,1-5-7,810
3120260222020002,2-7-4,19360
3120260222020003,4-3-7,12730
3120260222020004,7-4-1,23880
3120260222020005,3-4-2,8940
3120260222020006,1-7-4,550
3120260222020007,1-5-4,300
3520260223010001,2-3-5,2050
4520260223010001,7-2-5,1740
4520260223010002,2-3-5,23710
4520260223010003,2-5-3,23990
4520260223010004,1-3-5,470
4520260223010005,2-5-3,1030
4520260223010006,2-7-5,3170
4520260223010007,3-7-4,6130
4520260223010008,1-4-7,650
4520260223010009,1-4-2,830
4520260223010010,2-4-6,2940
4520260223010011,4-7-3,8580
4520260223010012,3-1-2,9430
6120260223010001,2-1-5,900
6120260223010002,5-6-3,11220
6320260221030001,1-4-7,6920
6320260221030002,2-3-7,6550
6320260221030003,4-7-3,1180
6320260221030004,5-1-4,1520
6320260221030005,4-2-3,3480
6320260221030006,1-3-5,2230
6320260221030007,7-1-4,750
6320260221030008,7-4-3,2000
6320260221030009,1-5-6,47670
6320260221030010,1-5-7,28890
6320260221030011,7-1-5,2150
6320260221030012,5-1-4,4490
7420260222020001,3-1-6,11390
7420260222020002,6-1-3,3600
7420260222020003,3-7-2,1670
7420260222020004,5-7-1,290
7420260222020005,5-1-4,6550
7420260222020006,5-4-6,4360
7420260222020007,2-1-6,3290
7420260222020008,5-2-1,6740
7420260222020009,7-1-5,36580
7420260222020010,7-1-3,3630
7420260222020011,3-7-1,3160
8720260220040001,7-2-8,6210
8720260220040002,3-7-4,17640
8720260220040003,7-9-3,35260
8720260220040004,8-4-9,102650
8720260220040005,2-4-3,119120
8720260220040006,8-1-4,327530
8720260220040007,9-5-7,74350
8720260220040008,9-6-8,85530
8720260220040009,3-6-4,10200
8720260220040010,3-4-9,5240
8720260220040011,7-2-5,35210
8720260220040012,3-9-7,1940
