race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
8720260404010005,熊本競輪,5R,22:36,1-5,1,5,598.8,0.11629951349058512,68.64014867816236
4520260404010010,豊橋競輪,10R,19:48,1-6,1,6,525.7,0.08813485767118376,45.33249467774131
4520260404010009,豊橋競輪,9R,19:22,1-6,1,6,333.0,0.09074837081724406,29.21920748214227
4720260404010006,松阪競輪,6R,22:45,1-2,1,2,352.5,0.07352457196480373,24.917411617593316
1320260404010004,いわき平競輪,4R,22:01,1-6,1,6,264.0,0.08603120997688667,21.71223943389808
4520260404010006,豊橋競輪,6R,18:06,1-3,1,3,575.2,0.03624612383099507,19.848770427588367
4720260404010001,松阪競輪,1R,20:41,3-5,3,5,435.0,0.03536809862006024,14.385122899726204
1320260404010001,いわき平競輪,1R,20:49,2-7,2,7,276.7,0.045071600377756114,11.471311824525117
4520260404010005,豊橋競輪,5R,17:42,1-6,1,6,387.3,0.03151953658913672,11.207516520972652
4520260404010008,豊橋競輪,8R,18:56,6-7,6,7,403.5,0.02775589687220023,10.199504387932793
8720260404010007,熊本競輪,7R,23:30,2-7,2,7,150.0,0.07322617236505222,9.983925854757832
1320260404010006,いわき平競輪,6R,22:54,1-7,1,7,117.7,0.08677066541784395,9.212907319680234
3720260402030010,伊東競輪,10R,15:16,3-6,3,6,340.3,0.02791717299853095,8.500213971400083
8420260402030001,武雄競輪,1R,08:30,1-6,1,6,393.7,0.023381730491172346,8.205387294374551
4520260404010003,豊橋競輪,3R,16:54,4-6,4,6,142.4,0.06306189165833351,7.980013372146692
4520260404010002,豊橋競輪,2R,16:32,6-7,6,7,233.1,0.038522920096296015,7.979692674446602
4520260404010004,豊橋競輪,4R,17:18,1-5,1,5,183.2,0.04868810126862669,7.919660152412408
6120260402030002,玉野競輪,2R,16:18,4-6,4,6,283.3,0.031234152286606896,7.848635342795735
8420260402030006,武雄競輪,6R,10:14,1-6,1,6,227.9,0.03734560823076066,7.511064115790356
6120260402030011,玉野競輪,11R,20:02,4-6,4,6,182.7,0.04279318685782127,6.818315238923946
6120260402030008,玉野競輪,8R,18:43,1-6,1,6,177.2,0.041493761094099635,6.352694465874455
8720260404010004,熊本競輪,4R,22:09,2-5,2,5,105.7,0.06673746141219475,6.054149671268985
8720260404010002,熊本競輪,2R,21:21,3-4,3,4,114.7,0.06030016151172881,5.916428525395295
3720260402030011,伊東競輪,11R,15:47,7-8,7,8,361.4,0.018961452812010438,5.852669046260572
8420260402030007,武雄競輪,7R,10:35,2-5,2,5,180.2,0.035740732916347155,5.440480071525757
4720260404010002,松阪競輪,2R,21:05,2-5,2,5,139.5,0.04544459153453471,5.339520519067592
3720260402030006,伊東競輪,6R,13:13,4-9,4,9,151.5,0.040950788786114925,5.204044501096411
3720260402030002,伊東競輪,2R,11:14,4-8,4,8,156.3,0.03930721114647294,5.143717102193721
4520260404010001,豊橋競輪,1R,16:07,1-2,1,2,180.8,0.0334386460838335,5.0457072119570965
