race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
8420260402030001,武雄競輪,1R,08:30,1,1,100,0.0,-100.0,0,0,0.0,0.0
8420260402030003,武雄競輪,3R,09:11,1,1,200,0.0,-200.0,0,0,0.0,0.0
8420260402030004,武雄競輪,4R,09:32,1,1,100,0.0,-100.0,0,0,0.0,0.0
8420260402030006,武雄競輪,6R,10:14,1,1,100,0.0,-100.0,0,0,0.0,0.0
3720260402030002,伊東競輪,2R,11:14,1,1,100,0.0,-100.0,0,0,0.0,0.0
3720260402030003,伊東競輪,3R,11:43,1,1,200,0.0,-200.0,0,0,0.0,0.0
3720260402030005,伊東競輪,5R,12:43,1,1,200,0.0,-200.0,0,0,0.0,0.0
3720260402030010,伊東競輪,10R,15:16,1,1,100,0.0,-100.0,0,0,0.0,0.0
3720260402030011,伊東競輪,11R,15:47,1,1,100,0.0,-100.0,0,0,0.0,0.0
6120260402030002,玉野競輪,2R,16:18,1,1,100,0.0,-100.0,0,0,0.0,0.0
4520260404010002,豊橋競輪,2R,16:32,1,1,100,0.0,-100.0,0,0,0.0,0.0
4520260404010003,豊橋競輪,3R,16:54,1,0,200,0.0,-200.0,0,0,,
4520260404010006,豊橋競輪,6R,18:06,1,0,200,0.0,-200.0,0,0,,
6120260402030007,玉野競輪,7R,18:18,1,0,200,0.0,-200.0,0,0,,
6120260402030008,玉野競輪,8R,18:43,1,0,200,0.0,-200.0,0,0,,
4520260404010009,豊橋競輪,9R,19:22,1,0,200,0.0,-200.0,0,0,,
4520260404010010,豊橋競輪,10R,19:48,1,0,200,0.0,-200.0,0,0,,
6120260402030011,玉野競輪,11R,20:02,1,0,100,0.0,-100.0,0,0,,
1320260404010001,いわき平競輪,1R,20:49,1,0,200,0.0,-200.0,0,0,,
8720260404010006,熊本競輪,6R,23:03,1,0,200,0.0,-200.0,0,0,,
