race_id,nirenpuku_result,payout_nirenpuku_100
4420260228020011,1-7,2800
4420260228020012,1-9,130
5320260227030001,5-6,410
5320260227030002,5-7,1360
5320260227030003,3-7,1850
5320260227030004,4-6,1410
5320260227030005,6-7,680
5320260227030006,3-4,2320
5320260227030007,6-7,3470
5520260228020001,2-5,2370
5520260228020002,2-7,5090
5520260228020003,3-7,280
5520260228020004,3-4,200
5520260228020005,4-7,210
5520260228020006,3-4,300
5520260228020007,1-4,140
5520260228020008,3-5,1550
5520260228020009,4-7,740
5520260228020010,2-5,330
5520260228020011,1-3,1250
5520260228020012,3-4,150
6220260228020001,1-5,490
6220260228020002,1-5,140
6220260228020003,4-7,220
6220260228020004,1-7,320
6220260228020005,1-3,650
6220260228020006,3-7,1080
6220260228020007,1-5,270
7520260227030001,2-7,180
7520260227030002,1-4,130
7520260227030003,1-4,310
8320260301010001,1-4,970
8320260301010002,1-3,3170
8320260301010003,1-4,180
2720260301020001,4-6,1120
2720260301020002,1-4,200
2720260301020003,3-5,220
4420260228030001,2-5,1140
4420260228030002,2-8,16280
4420260228030003,3-5,1440
4420260228030004,2-5,1930
4420260228030005,1-5,1300
4420260228030006,4-9,1950
4420260228030007,1-2,1280
4420260228030008,7-9,660
4420260228030009,2-8,8840
4420260228030010,1-9,290
4420260228030011,1-9,190
4420260228030012,1-9,1730
5520260228030001,3-6,340
5520260228030002,2-4,1490
5520260228030003,2-4,330
5520260228030004,2-6,360
5520260228030005,2-7,340
5520260228030006,1-4,300
5520260228030007,1-7,150
5520260228030008,3-4,760
5520260228030009,2-4,1500
5520260228030010,2-6,270
5520260228030011,1-7,1020
5520260228030012,2-4,530
6220260228030001,1-3,390
6220260228030002,5-7,430
6220260228030003,2-7,190
6220260228030004,1-2,2740
6220260228030005,3-6,9380
6220260228030006,2-5,230
6220260228030007,1-5,1760
8320260301020001,3-4,470
8320260301020002,1-4,130
8320260301020003,1-3,1530
2720260301030001,4-5,880
2720260301030002,6-7,5390
2720260301030003,3-4,2400
2720260301030004,1-5,460
2720260301030005,3-5,160
2720260301030006,1-7,170
2720260301030007,6-7,1070
2720260301030008,1-6,380
2720260301030009,2-3,1470
2720260301030010,4-6,6660
2720260301030011,1-3,700
3620260303010001,1-6,1160
3620260303010002,2-5,600
3620260303010003,1-4,170
3620260303010004,2-5,1190
3620260303010005,1-4,1760
3620260303010006,1-6,1290
3620260303010007,3-5,2260
3820260301030001,2-4,950
4420260228040001,5-7,1160
4420260228040002,3-6,1960
4420260228040003,2-5,2720
4420260228040004,1-7,980
4420260228040005,1-7,2490
4420260228040006,7-9,700
4420260228040007,4-9,1000
4420260228040008,1-4,740
4420260228040009,7-9,10620
4420260228040010,2-5,1130
4420260228040011,1-5,200
4420260228040012,3-5,3740
5620260301030001,1-6,510
7320260301030001,1-3,620
8320260301030001,1-5,150
8320260301030002,1-5,160
8320260301030003,4-7,2510
8320260301030004,1-5,1770
8320260301030005,6-7,530
8320260301030006,3-7,190
8320260301030007,1-4,120
8320260301030008,2-5,1960
8320260301030009,1-5,220
8320260301030010,6-7,1530
8320260301030011,2-5,380
8320260301030012,4-5,440
2620260304010001,3-7,250
2620260304010002,1-7,320
2620260304010003,1-4,190
2620260304010004,2-5,120
2620260304010005,3-7,370
2620260304010006,2-5,1240
2620260304010007,1-4,170
2620260304010008,3-5,260
2620260304010009,2-5,4000
2620260304010010,2-7,1290
2620260304010011,4-5,1310
2620260304010012,2-3,430
3620260303020001,1-7,380
3620260303020002,1-7,360
3620260303020003,2-5,1390
3620260303020004,2-3,2780
3620260303020005,1-4,1370
3620260303020006,1-4,230
3620260303020007,2-6,250
3720260304010001,3-4,580
3720260304010002,3-4,540
3720260304010003,3-7,220
4520260304010001,1-3,860
4520260304010002,1-5,250
4520260304010003,2-7,700
4520260304010004,3-6,4350
4520260304010005,4-7,290
4520260304010006,1-5,110
4520260304010007,3-7,380
2620260304020001,4-5,580
2620260304020002,1-4,1270
2620260304020003,2-5,830
2620260304020004,1-4,150
2620260304020005,1-2,520
2620260304020006,3-6,300
2620260304020007,6-7,2530
2620260304020008,4-7,140
2620260304020009,2-3,460
2620260304020010,2-4,1130
2620260304020011,3-7,310
2620260304020012,1-4,280
3620260303030001,1-5,120
3620260303030002,4-5,3220
3620260303030003,2-7,190
3620260303030004,1-2,1440
3620260303030005,2-7,160
3620260303030006,2-5,940
3620260303030007,1-6,2060
3720260304020001,3-7,260
3720260304020002,3-7,440
3720260304020003,2-6,17820
4520260304020001,1-2,870
4520260304020002,2-4,330
4520260304020003,1-3,230
4520260304020004,2-3,490
4520260304020005,1-4,2450
4520260304020006,1-7,130
4520260304020007,2-3,340
7520260305010001,2-5,910
7520260305010002,3-7,1250
7520260305010003,3-8,5340
7520260305010004,5-9,390
7520260305010005,7-9,690
7520260305010006,1-7,210
7520260305010007,3-9,240
7520260305010008,1-7,290
7520260305010009,2-9,130
7520260305010010,5-7,150
7520260305010011,1-7,110
7520260305010012,2-7,1780
2620260304030001,3-4,3400
2620260304030002,1-2,230
2620260304030003,2-7,220
2620260304030004,2-5,170
2620260304030005,3-4,190
2620260304030006,3-5,560
2620260304030007,2-4,2740
2620260304030008,1-3,600
2620260304030009,2-5,190
2620260304030010,2-7,160
2620260304030011,3-5,340
2620260304030012,1-3,460
3720260304030001,2-5,4490
3720260304030002,1-4,150
3720260304030003,4-5,360
4520260304030001,1-3,130
4520260304030002,4-6,1070
4520260304030003,5-6,820
4520260304030004,4-5,920
4520260304030005,4-7,280
4520260304030006,1-5,240
4520260304030007,2-5,210
7520260305020001,1-3,220
7520260305020002,2-9,300
7520260305020003,1-9,230
7520260305020004,2-9,200
7520260305020005,7-9,150
7520260305020006,1-5,590
7520260305020007,2-7,370
7520260305020008,5-8,3410
7520260305020009,3-7,750
7520260305020010,7-8,3210
7520260305020011,1-9,150
7520260305020012,1-5,120
8120260306010001,1-2,1660
8120260306010002,2-4,1220
8120260306010003,2-7,120
2220260307010001,1-2,320
2220260307010002,1-7,400
2220260307010003,1-4,120
2220260307010004,1-7,130
2220260307010005,4-5,280
2220260307010006,1-5,240
2220260307010007,1-7,260
2220260307010008,2-5,900
2220260307010009,2-4,470
2220260307010010,1-5,130
2220260307010011,2-3,860
2820260307010001,1-3,1530
2820260307010002,5-7,1050
2820260307010003,1-5,1210
2820260307010004,4-5,150
2820260307010005,1-7,110
2820260307010006,3-7,120
2820260307010007,2-4,580
4320260307010001,1-2,120
4320260307010002,1-4,1000
4320260307010003,2-5,850
4320260307010004,1-2,470
4320260307010005,1-4,220
4320260307010006,1-3,170
7520260305030001,2-4,490
7520260305030002,2-6,5430
7520260305030003,3-9,1910
7520260305030004,7-9,370
7520260305030005,1-9,330
7520260305030006,2-7,170
7520260305030007,2-9,1890
7520260305030008,7-9,560
7520260305030009,2-9,1700
7520260305030010,1-9,530
7520260305030011,1-7,310
7520260305030012,1-9,160
8120260306020001,2-7,3370
8120260306020002,2-7,180
8120260306020003,1-5,410
8120260306020004,1-3,1180
8120260306020005,1-4,540
8120260306020006,1-4,240
8120260306020007,4-5,6580
8120260306020008,1-5,620
8120260306020009,1-4,220
8120260306020010,1-3,370
8120260306020011,1-5,140
8120260306020012,1-5,150
8320260307010001,1-5,610
8320260307010002,1-3,200
8320260307010003,1-2,120
8320260307010004,1-3,1030
8320260307010005,3-4,800
8320260307010006,1-2,130
8320260307010007,1-4,1770
2220260307020001,3-5,210
2220260307020002,1-6,8530
2220260307020003,2-5,150
2820260307020001,2-5,190
2820260307020002,1-3,340
2820260307020003,3-5,900
2820260307020004,4-5,850
2820260307020005,1-7,1150
2820260307020006,1-7,290
2820260307020007,1-2,670
3620260308010001,1-5,140
3620260308010002,3-5,880
3620260308010003,3-7,220
3620260308010004,1-4,990
3620260308010005,1-5,170
3620260308010006,2-4,310
3620260308010007,4-7,550
3620260308010008,2-3,3060
3620260308010009,1-5,230
3620260308010010,2-7,420
3620260308010011,3-7,2190
3620260308010012,4-7,4800
7520260305040001,7-9,310
7520260305040002,7-9,2710
7520260305040003,4-7,950
7520260305040004,7-9,1060
7520260305040005,2-6,630
7520260305040006,2-7,540
7520260305040007,1-9,320
7520260305040008,1-9,1000
7520260305040009,7-8,2840
7520260305040010,2-9,1440
7520260305040011,3-7,150
7520260305040012,1-4,800
8120260306030001,2-4,160
8120260306030002,2-5,110
8120260306030003,1-3,3500
1320260309010001,1-5,1380
1320260309010002,1-4,330
1320260309010003,3-7,110
2220260307030001,1-7,110
2220260307030002,1-2,350
2420260309010001,4-5,3800
2420260309010002,1-4,210
2420260309010003,2-4,160
2420260309010004,1-3,110
2420260309010005,1-2,230
2420260309010006,5-7,8450
2420260309010007,1-4,800
2420260309010008,1-7,570
2420260309010009,2-3,2120
2420260309010010,4-5,780
2420260309010011,2-4,460
2820260307030001,5-7,530
2820260307030002,1-2,6130
2820260307030003,2-5,1310
2820260307030004,2-5,720
2820260307030005,1-7,4730
2820260307030006,1-4,310
2820260307030007,2-4,160
3620260308020001,1-5,160
3620260308020002,1-5,930
3620260308020003,5-7,410
3620260308020004,1-7,170
3620260308020005,1-7,180
3620260308020006,5-6,1310
3620260308020007,2-7,1340
3620260308020008,2-3,550
3620260308020009,1-2,1110
3620260308020010,5-7,630
3620260308020011,3-4,150
3620260308020012,4-7,2420
8420260309010001,5-7,1270
8420260309010002,5-7,650
8420260309010003,3-5,3730
8420260309010004,2-4,130
8420260309010005,4-7,200
8420260309010006,1-7,1050
8420260309010007,4-7,830
1320260309020001,3-7,1780
1320260309020002,1-4,130
1320260309020003,1-4,960
3620260308030001,3-6,13050
3620260308030002,2-4,1480
3620260308030003,2-3,1110
3620260308030004,1-5,400
3620260308030005,2-4,370
3620260308030006,1-3,750
3620260308030007,2-3,1670
3620260308030008,4-5,4400
3620260308030009,1-5,850
3620260308030010,2-5,1910
3620260308030011,1-4,2780
3620260308030012,3-7,2250
3820260310010001,2-7,790
3820260310010002,1-3,450
3820260310010003,3-7,170
7320260310010001,1-7,610
7320260310010002,2-5,160
7320260310010003,1-5,130
7320260310010004,4-7,2010
7320260310010005,2-5,650
7320260310010006,4-5,1980
7320260310010007,3-7,470
7320260310010008,1-6,12550
7320260310010009,2-7,850
7320260310010010,1-7,160
7320260310010011,1-4,130
7320260310010012,2-6,5520
8420260309020001,2-7,100
8420260309020002,2-7,160
8420260309020003,5-7,1390
8420260309020004,1-5,180
8420260309020005,1-2,1000
8420260309020006,2-4,350
8420260309020007,1-7,150
1320260309030001,3-5,550
1320260309030002,2-4,110
1320260309030003,3-6,1540
3820260310020001,3-7,580
3820260310020002,4-5,700
7320260310020001,5-7,780
7320260310020002,2-4,1060
7320260310020003,2-3,790
7320260310020004,2-4,470
7320260310020005,1-6,4400
7320260310020006,1-3,1190
7320260310020007,2-4,3680
8420260309030001,1-5,140
8420260309030002,3-5,530
8420260309030003,1-2,1130
8420260309030004,3-5,190
8420260309030005,1-7,1050
8420260309030006,1-5,320
8420260309030007,3-7,610
2320260312010001,2-7,390
2320260312010002,2-8,5430
2320260312010003,7-9,1750
2320260312010004,1-9,930
2320260312010005,1-9,200
2320260312010006,3-8,1680
2320260312010007,3-5,4350
2320260312010008,4-6,13680
2320260312010009,3-7,2480
2320260312010010,3-5,160
2320260312010011,1-9,160
2320260312010012,5-9,16270
2420260309040001,3-4,890
2420260309040002,2-5,1850
2420260309040003,2-3,550
2420260309040004,3-6,330
2420260309040005,2-7,820
2420260309040006,5-7,490
2420260309040007,3-5,330
2420260309040008,1-2,400
2420260309040009,1-2,380
2420260309040010,1-5,150
2420260309040011,1-2,910
2620260312010001,1-5,110
2620260312010002,1-7,160
2620260312010003,2-3,310
3820260310030001,1-5,880
3820260310030002,3-5,310
3820260310030003,1-7,970
5520260312010001,2-4,410
5520260312010002,4-7,210
5520260312010003,1-4,820
5520260312010004,2-4,110
5520260312010005,1-3,1270
5520260312010006,4-7,140
5520260312010007,3-5,160
2320260312020001,2-9,770
2320260312020002,2-7,1000
2320260312020003,1-5,270
2320260312020004,2-7,210
2320260312020005,3-9,2480
2320260312020006,1-9,370
2320260312020007,1-9,550
2320260312020008,1-3,1360
2320260312020009,2-5,540
2320260312020010,1-5,270
2320260312020011,1-9,150
2320260312020012,1-9,170
2620260312020001,2-6,1060
2620260312020002,4-5,310
2620260312020003,2-5,730
5520260312020002,1-5,180
5520260312020003,1-5,2060
5520260312020004,2-4,2140
5520260312020005,2-5,350
5520260312020006,3-7,170
5520260312020007,3-4,480
6220260313010001,1-6,7050
6220260313010002,1-7,110
6220260313010003,3-5,190
2320260312040001,2-6,4040
2320260312040002,2-7,480
2320260312040003,2-8,290
2320260312040004,7-9,4990
2320260312040005,3-7,950
2320260312040006,3-9,520
2320260312040007,3-6,2040
2320260312040008,1-4,460
2320260312040009,1-5,190
2320260312040010,2-9,470
2320260312040011,2-5,260
2320260312040012,3-7,1010
2620260312040001,1-7,290
2620260312040002,4-7,700
2620260312040003,3-7,2140
4320260314020001,4-6,280
4320260314020002,2-4,1090
4320260314020003,1-5,830
4320260314020004,1-7,640
4320260314020005,3-5,5490
4320260314020006,1-3,420
4320260314020007,1-2,580
4320260314020008,3-5,650
4320260314020009,2-7,2660
4320260314020010,1-4,240
4320260314020011,3-5,140
4320260314020012,1-2,690
5320260314020001,2-4,110
5320260314020002,4-6,5760
5320260314020003,3-4,370
5320260314020004,4-7,590
5320260314020005,4-6,150
5320260314020006,2-3,210
5320260314020007,3-7,1750
5320260314020008,1-2,700
5320260314020009,2-7,1780
5320260314020010,1-5,320
5320260314020011,1-5,190
6220260313030001,4-6,170
6220260313030002,2-3,520
6220260313030003,1-7,120
8720260314020001,2-5,140
8720260314020002,3-7,3790
8720260314020003,3-5,1110
8720260314020004,1-7,1120
8720260314020005,4-5,770
8720260314020006,5-7,130
8720260314020007,5-7,390
3620260316010001,1-7,780
3620260316010002,4-7,1430
3620260316010003,3-4,230
3620260316010004,1-4,110
3620260316010005,1-5,520
3620260316010006,1-5,440
3620260316010007,1-5,210
3620260316010008,1-5,1100
3620260316010009,2-5,140
3620260316010010,1-5,340
3620260316010011,1-3,2580
3620260316010012,2-3,320
4320260314030001,3-7,930
4320260314030002,1-7,140
4320260314030003,1-5,520
4320260314030004,1-4,1610
4320260314030005,2-4,400
4320260314030006,2-4,1610
4320260314030007,1-3,1390
4320260314030008,1-5,1020
4320260314030009,1-7,770
4320260314030010,1-6,7080
4320260314030011,4-6,2830
4320260314030012,4-7,1260
5320260314030001,1-6,330
5320260314030002,1-5,330
5320260314030003,1-4,220
5320260314030004,1-2,580
5320260314030005,2-5,260
5320260314030006,1-5,470
5320260314030007,2-4,420
5320260314030008,1-5,880
5320260314030009,1-2,1430
5320260314030010,1-5,500
5320260314030011,2-4,1450
6120260316010001,1-3,1300
6120260316010002,4-5,150
6120260316010003,1-7,160
8720260314030001,2-5,120
8720260314030002,4-5,490
8720260314030003,5-7,2060
8720260314030004,2-3,190
8720260314030005,1-3,3690
8720260314030006,2-5,200
8720260314030007,1-4,1100
2420260317010001,1-5,540
2420260317010002,4-6,990
2420260317010003,3-4,1600
2420260317010004,1-4,2020
2420260317010005,1-3,150
2420260317010006,5-7,600
2420260317010007,3-5,170
2420260317010008,1-5,210
2420260317010009,1-2,760
2420260317010010,2-7,120
2420260317010011,3-7,380
3620260316020001,1-5,210
3620260316020002,2-3,650
3620260316020003,3-7,480
3620260316020004,4-5,200
3620260316020005,4-5,120
3620260316020006,4-5,3590
3620260316020007,1-3,1800
3620260316020008,1-2,570
3620260316020009,1-2,4010
3620260316020010,1-4,210
3620260316020011,1-7,140
3620260316020012,2-5,120
4220260317010001,1-7,360
4220260317010002,2-5,2630
4220260317010003,4-7,1020
5520260317010001,3-7,1800
5520260317010002,2-3,560
5520260317010003,1-7,250
5520260317010004,2-6,5230
5520260317010005,3-7,150
5520260317010006,3-5,2640
5520260317010007,2-7,180
6120260316020001,3-4,1710
6120260316020002,2-3,1990
6120260316020003,3-5,630
2420260317020001,2-4,140
2420260317020002,2-5,1310
2420260317020003,2-4,390
2420260317020004,1-5,350
2420260317020005,4-5,190
2420260317020006,2-6,1190
2420260317020007,2-5,360
2420260317020008,4-7,270
2420260317020009,2-4,2350
2420260317020010,1-2,1730
2420260317020011,2-3,770
3620260316030001,1-5,180
3620260316030002,1-5,290
3620260316030003,2-7,2240
3620260316030004,2-7,450
3620260316030005,4-5,530
3620260316030006,4-7,250
3620260316030007,1-5,5220
3620260316030008,2-4,320
3620260316030009,4-7,1390
3620260316030010,2-5,900
3620260316030011,1-3,670
3620260316030012,2-4,230
4220260317020001,2-3,1110
4220260317020002,1-5,1690
4220260317020003,1-5,220
5520260317020001,6-7,2350
5520260317020002,5-7,1460
5520260317020003,1-6,2950
5520260317020004,3-7,1030
5520260317020005,2-4,370
5520260317020006,3-6,2930
5520260317020007,4-5,180
6120260316030001,3-7,3130
6120260316030002,1-2,400
6120260316030003,1-2,2760
2320260319010001,1-4,150
2320260319010002,1-7,170
2320260319010003,5-7,1940
2320260319010004,1-3,110
2320260319010005,1-4,150
2320260319010006,2-5,100
2320260319010007,3-5,110
2420260317030001,1-6,180
2420260317030002,2-5,130
2420260317030003,3-6,640
2420260317030004,3-7,420
2420260317030005,1-6,5570
2420260317030006,1-5,140
2420260317030007,2-6,1680
2420260317030008,2-4,250
2420260317030009,1-4,780
2420260317030010,1-7,150
2420260317030011,2-5,560
4220260317030001,1-5,3830
4220260317030002,4-6,1580
4220260317030003,1-3,1020
5520260317030001,4-5,500
5520260317030002,1-5,570
5520260317030003,1-6,760
5520260317030004,2-7,440
5520260317030005,1-4,1170
5520260317030006,2-7,270
5520260317030007,2-5,1410
6320260319010001,1-7,490
6320260319010002,3-9,1040
6320260319010003,7-8,4460
6320260319010004,2-9,320
6320260319010005,3-8,1990
6320260319010006,1-9,600
6320260319010007,7-9,6970
6320260319010008,1-5,1570
6320260319010009,1-2,2800
6320260319010010,2-3,1020
6320260319010011,3-4,830
6320260319010012,1-3,690
8120260319010001,1-2,270
8120260319010002,2-4,120
2220260320010001,3-5,150
2220260320010002,1-4,280
2220260320010003,1-4,160
2320260319020001,2-5,200
2320260319020002,5-7,300
2320260319020003,6-7,2420
2320260319020004,2-4,360
2320260319020005,2-7,700
2320260319020006,2-7,190
2320260319020007,1-4,270
6320260319020001,2-5,670
6320260319020002,3-5,560
6320260319020003,7-9,510
6320260319020004,5-7,1450
6320260319020005,1-9,170
6320260319020006,3-7,940
6320260319020007,2-4,380
6320260319020008,1-9,160
6320260319020009,1-9,1390
6320260319020010,4-5,1620
6320260319020011,1-7,180
6320260319020012,1-9,590
8120260319020001,1-5,8410
8120260319020002,1-4,4030
8720260320010001,2-4,250
8720260320010002,2-3,2180
8720260320010003,2-5,1830
8720260320010004,4-7,2640
8720260320010005,1-6,3920
8720260320010006,4-6,4420
8720260320010007,4-7,130
8720260320010008,4-7,2830
8720260320010009,3-7,840
8720260320010010,1-7,480
8720260320010011,2-7,140
8720260320010012,1-5,210
2220260320020001,1-2,220
2220260320020002,3-6,3370
2220260320020003,1-5,730
2320260319030001,2-3,720
2320260319030002,1-5,150
2320260319030003,3-4,2100
2320260319030004,2-7,520
2320260319030005,3-4,180
2320260319030006,2-7,1340
2320260319030007,4-5,2970
6320260319030001,1-7,670
6320260319030002,6-8,1830
6320260319030003,5-9,2320
6320260319030004,2-7,2640
6320260319030005,3-7,210
6320260319030006,1-6,1630
6320260319030007,7-8,7340
6320260319030008,1-9,230
6320260319030009,1-8,2450
6320260319030010,5-7,1490
6320260319030011,3-5,460
6320260319030012,5-8,1950
8120260319030001,1-6,2050
8120260319030002,2-5,2590
8720260320020001,1-5,260
8720260320020002,2-4,130
8720260320020003,3-7,170
8720260320020004,2-4,130
8720260320020005,1-7,120
8720260320020006,6-7,6990
8720260320020007,1-5,180
8720260320020008,4-5,490
8720260320020009,1-7,160
8720260320020010,1-5,8400
8720260320020011,1-5,130
8720260320020012,5-7,130
2220260320030001,3-5,360
2220260320030002,5-6,610
2220260320030003,1-7,1970
2820260322010001,1-4,3790
2820260322010002,1-4,280
2820260322010003,3-7,490
2820260322010004,4-7,110
2820260322010005,3-7,100
2820260322010006,2-7,100
2820260322010007,1-2,11880
4320260322010001,2-4,420
4320260322010002,1-5,1710
6320260319040001,3-7,530
6320260319040002,4-9,450
6320260319040003,7-9,1080
6320260319040004,3-6,1580
6320260319040005,3-7,2070
6320260319040006,2-7,1050
6320260319040007,4-7,660
6320260319040008,5-9,2860
6320260319040009,2-3,2260
6320260319040010,5-6,1570
6320260319040011,1-4,1030
6320260319040012,7-9,2280
8720260320030001,1-4,290
8720260320030002,2-4,240
8720260320030003,4-5,200
8720260320030004,1-5,140
8720260320030005,3-4,810
8720260320030006,1-6,5320
8720260320030007,3-4,390
8720260320030008,2-6,5570
8720260320030009,2-4,200
8720260320030010,2-7,120
8720260320030011,1-2,1340
8720260320030012,3-6,200
2820260322020001,3-4,1550
2820260322020002,2-3,780
2820260322020003,2-5,540
2820260322020004,6-7,2230
2820260322020005,4-7,720
2820260322020006,6-7,2970
2820260322020007,5-6,940
3820260323010001,1-2,960
3820260323010002,3-4,720
3820260323010003,2-7,220
4320260322020001,2-6,220
4320260322020002,1-4,280
4320260322020003,3-5,830
6220260323010001,2-5,270
6220260323010002,2-4,6530
6220260323010003,4-7,2110
6220260323010004,1-5,130
6220260323010005,2-3,2030
6220260323010006,3-5,340
6220260323010007,5-7,820
6220260323010008,3-5,150
6220260323010009,2-4,400
6220260323010010,1-5,130
6220260323010011,1-5,120
6220260323010012,2-7,370
2320260324020001,2-4,170
2320260324020002,2-7,370
2320260324020003,1-2,130
2320260324020004,1-5,190
2320260324020005,2-4,240
2320260324020006,1-2,410
2320260324020007,4-6,240
2320260324020008,2-3,2860
2320260324020009,2-7,560
2320260324020010,4-5,1240
2320260324020011,3-4,280
2320260324020012,1-4,120
3820260323030001,3-6,400
3820260323030002,2-5,3360
4420260325010001,1-5,380
4420260325010002,3-7,1440
4420260325010003,4-5,1830
4420260325010004,2-4,840
4420260325010005,2-7,390
4420260325010006,2-3,770
4420260325010007,3-5,2110
4420260325010008,1-7,540
4420260325010009,2-6,4650
4420260325010010,1-4,160
4420260325010011,3-7,110
4420260325010012,1-3,310
6220260323030001,1-5,660
6220260323030002,3-5,890
6220260323030003,2-6,1590
6220260323030004,4-7,460
6220260323030005,4-5,1580
6220260323030006,3-7,230
6220260323030007,3-5,2430
6220260323030008,1-5,340
6220260323030009,1-7,230
6220260323030010,2-4,9920
6220260323030011,2-5,580
6220260323030012,1-3,570
7420260324020001,1-2,5050
7420260324020002,1-5,330
7420260324020003,4-6,2070
7420260324020004,3-6,3880
7420260324020005,1-4,620
7420260324020006,1-5,170
7420260324020007,1-5,270
8620260324020001,2-4,1470
8620260324020002,3-5,150
8620260324020003,2-5,160
2820260328010001,1-4,350
2820260328010002,6-7,3020
2820260328010003,2-7,120
2820260328010004,3-5,100
2820260328010005,2-4,4080
2820260328010006,2-6,140
2820260328010007,3-7,290
2820260328010008,2-7,260
2820260328010009,4-5,690
2820260328010010,2-6,5960
2820260328010011,1-5,1060
2820260328010012,3-4,3650
3120260327020001,1-4,620
3120260327020002,2-5,180
3120260327020003,5-7,300
3120260327020004,4-5,2260
3120260327020005,1-4,120
3120260327020006,2-6,370
3120260327020007,3-4,190
3620260326030001,3-7,3890
3620260326030002,3-5,190
3620260326030003,2-4,4810
3620260326030004,1-5,1440
3620260326030005,4-5,1590
3620260326030006,3-5,1180
3620260326030007,4-6,2730
3620260326030008,1-5,2690
3620260326030009,1-4,350
3620260326030010,2-4,190
4520260328010001,5-7,1610
4520260328010002,2-7,1650
4520260328010003,5-7,670
4520260328010004,2-7,1190
4520260328010005,1-3,1530
4520260328010006,3-7,180
4520260328010007,7-9,410
4520260328010008,1-3,2470
4520260328010009,2-7,1380
4520260328010010,1-5,140
4520260328010011,1-9,110
4520260328010012,3-9,660
6120260326030001,3-4,4140
6120260326030002,1-4,130
6120260326030003,1-7,170
8320260327020001,1-4,260
8320260327020002,2-7,640
8320260327020003,2-5,470
2820260328020001,5-7,340
2820260328020002,1-7,380
2820260328020003,4-7,900
2820260328020004,1-5,160
2820260328020005,4-7,720
2820260328020006,1-4,230
2820260328020007,3-5,150
2820260328020008,3-5,240
2820260328020009,2-3,2830
2820260328020010,1-2,340
2820260328020011,2-5,160
2820260328020012,2-5,490
3120260327030001,1-5,1130
3120260327030002,1-3,650
3120260327030003,1-4,220
3120260327030004,1-7,960
3120260327030005,3-7,640
3120260327030006,1-2,3540
3120260327030007,4-7,540
3720260329010001,3-7,200
3720260329010002,1-7,120
3720260329010003,2-7,160
4520260328020001,4-7,1430
4520260328020002,1-8,410
4520260328020003,2-5,210
4520260328020004,5-7,290
4520260328020005,4-9,5710
4520260328020006,2-5,250
4520260328020007,5-9,6490
4520260328020008,7-9,430
4520260328020009,3-9,3930
4520260328020010,2-9,1920
4520260328020011,5-9,550
4520260328020012,1-5,9590
6220260329010001,2-5,1190
6220260329010002,2-3,690
6220260329010003,1-5,130
6220260329010004,3-5,2900
6220260329010005,5-7,650
6220260329010006,1-2,680
6220260329010007,3-5,180
8320260327030001,1-4,5230
8320260327030002,1-2,1430
8320260327030003,4-7,470
3720260402030001,3-7,250
3720260402030002,5-8,10970
3720260402030003,2-4,220
3720260402030004,3-9,660
3720260402030005,3-5,1330
3720260402030006,1-9,650
3720260402030007,1-3,2090
3720260402030008,1-9,650
3720260402030009,1-4,210
3720260402030010,1-9,250
3720260402030011,2-7,1000
3720260402030012,2-4,5630
4520260404010001,5-6,590
4520260404010002,1-5,240
6120260402030001,2-7,1190
6120260402030002,1-3,140
6120260402030003,2-5,3380
8420260402030001,3-4,1690
8420260402030002,1-4,370
8420260402030003,1-5,2710
8420260402030004,2-7,1040
8420260402030005,4-7,8990
8420260402030006,2-3,150
8420260402030007,1-7,130
2220260405010001,2-5,530
2220260405010002,5-7,1600
2320260405010001,1-5,3130
2320260405010002,2-4,290
2320260405010003,1-3,4120
2320260405010004,2-7,140
2320260405010005,1-7,110
2320260405010006,1-5,100
2320260405010007,2-7,750
3720260402040001,3-7,250
3720260402040002,3-4,830
3720260402040003,4-5,2090
3720260402040004,2-9,1440
3720260402040005,5-7,290
3720260402040006,3-5,640
3720260402040007,1-5,200
3720260402040008,7-9,170
3720260402040009,3-7,490
3720260402040010,1-5,200
3720260402040011,6-7,23700
3720260402040012,2-6,1180
4520260404020001,1-4,390
4520260404020002,5-6,2280
7420260405010001,1-2,450
7420260405010002,2-5,250
7420260405010003,3-4,140
7420260405010004,1-7,110
7420260405010005,4-6,2330
7420260405010006,1-3,240
7420260405010007,4-7,2560
7420260405010008,2-7,310
7420260405010009,2-5,160
7420260405010010,1-3,1340
7420260405010011,1-7,130
7420260405010012,1-2,990
1120260409020001,1-4,1850
1120260409020002,2-3,1050
2620260409020001,1-5,1430
2620260409020002,1-5,2350
2620260409020003,5-7,230
2620260409020004,2-7,1860
2620260409020005,1-7,260
2620260409020006,2-7,180
2620260409020007,1-7,910
2620260409020008,1-9,150
2620260409020009,3-7,2130
2620260409020010,1-5,110
2620260409020011,3-9,470
2620260409020012,1-7,120
3620260409020001,3-5,560
3620260409020002,3-5,3020
3620260409020003,4-6,180
3620260409020004,2-7,120
3620260409020005,1-5,150
3620260409020006,2-4,190
3620260409020007,2-4,320
3620260409020008,1-4,660
3620260409020009,3-7,160
3620260409020010,4-5,140
3620260409020011,1-7,100
4420260408030001,2-3,750
4420260408030002,2-7,290
4420260408030003,1-7,330
4420260408030004,3-7,200
4420260408030005,3-5,1680
4420260408030006,2-5,180
4420260408030007,1-7,510
4420260408030008,4-5,4130
4420260408030009,1-7,160
4420260408030010,1-2,2020
4420260408030011,4-6,4250
