race_id,sanrentan_result,payout_sanrentan_100
2320260726030001,1-4-5,1360
2320260726030002,1-5-3,490
2320260726030003,1-7-4,80740
2320260726030004,7-1-3,1330
2320260726030005,1-5-2,3510
2320260726030006,3-7-2,9700
2820260727020001,4-5-3,11490
2820260727020002,4-6-1,5050
2820260727020003,3-5-4,4210
2820260727020004,5-3-4,9950
2820260727020005,7-1-5,1180
2820260727020006,6-5-7,420
2820260727020007,1-3-5,170
2820260727020008,5-4-7,6140
2820260727020009,5-4-2,410
2820260727020010,1-4-2,1510
2820260727020011,4-1-6,2640
2820260727020012,5-3-7,360
3520260728010001,3-1-7,7520
3520260728010002,4-1-2,6870
4520260725040001,6-1-2,3640
4520260725040002,3-2-4,14270
4520260725040003,7-3-4,680
4520260725040004,1-7-9,1840
4520260725040005,3-7-2,2920
4520260725040006,1-7-5,20360
4520260725040007,5-1-3,12720
4520260725040008,1-7-8,4410
4520260725040009,7-2-8,30310
4520260725040010,6-1-3,5240
4520260725040012,9-1-4,7080
6120260727020001,7-3-5,51650
6120260727020002,7-3-6,9530
6120260727020003,1-4-6,2910
6220260727020001,2-5-4,3180
6220260727020002,2-7-5,880
6220260727020003,5-3-7,1310
6220260727020004,1-5-7,650
6220260727020005,5-2-3,2480
6220260727020006,5-1-2,880
6220260727020007,5-1-4,370
