race_id,race_date,race_place,race_name,race_num,race_kubun,yosou,koukiai,souhyou,frame_number,car_number,player_name,prefectures,age_class,piriod,classgroup,leg_type,gear_ratio,race_points,start,back,nige,makuri,sasi,mark,1st,2nd,3rd,tyakugai,winrate,2rentairitu,3rentairitu
2420250707020008,20250708,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級選抜,▲,▲,,5,1,西岡 拓朗,広島,41,97,S2,追,3.92,98.96,3,0,0,0,3,2,3,2,5,16,11.5,19.2,38.4
2420250707020008,20250708,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級選抜,×,×,,4,2,佐藤 壮,千葉,33,100,S2,追,3.92,101.50,7,0,0,0,4,0,3,1,4,19,11.1,14.8,29.6
2420250707020008,20250708,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級選抜,○,○,,4,3,角 令央奈,福岡,38,98,S2,両,3.92,102.04,0,2,1,1,2,1,4,1,7,10,18.1,22.7,54.5
2420250707020008,20250708,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級選抜,注,注,,5,4,中村 昌弘,広島,48,81,S2,追,3.93,98.57,3,0,0,0,1,3,1,3,2,16,4.5,18.1,27.2
2420250707020008,20250708,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級選抜,△,△,,5,5,近藤 隆司,千葉,41,90,S2,両,3.92,97.73,0,9,3,2,0,1,4,2,5,15,15.3,23.0,42.3
2420250707020008,20250708,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級選抜,,,,5,6,小菅 誠,神奈川,45,90,S2,追,3.93,95.84,0,0,0,0,1,3,0,4,3,26,0.0,12.1,21.2
2420250707020009,20250708,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級選抜,○,○,,4,1,田中 誠,福岡,41,89,S2,追,3.92,103.71,1,0,0,0,7,5,6,6,4,13,20.6,41.3,55.1
2420250707020009,20250708,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級選抜,×,×,,4,2,岡田 征陽,東京,45,85,S2,追,3.92,100.00,5,0,0,2,4,0,4,2,2,10,22.2,33.3,44.4
2420250707020009,20250708,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級選抜,注,注,,4,3,黒田 淳,岡山,40,97,S2,追,3.92,99.88,2,0,0,0,4,3,2,5,7,14,7.1,25.0,50.0
2420250707020009,20250708,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級選抜,△,△,,4,4,松永 将,茨城,44,89,S2,追,3.92,101.60,2,0,0,0,2,1,2,1,6,17,7.6,11.5,34.6
2420250707020009,20250708,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級選抜,◎,◎,,4,5,緒方 将樹,熊本,26,117,S2,逃,3.92,100.40,5,11,5,4,0,2,2,9,2,14,7.4,40.7,48.1
2420250707020009,20250708,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級選抜,,,,7,6,小埜 正義,千葉,44,88,S2,追,3.92,86.25,5,0,0,0,7,3,6,4,1,16,22.2,37.0,40.7
2420250707020010,20250708,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級準決勝,×,×,,3,1,渡部 哲男,愛媛,45,84,S2,追,3.92,108.20,2,0,0,1,10,1,7,5,6,11,24.1,41.3,62.0
2420250707020010,20250708,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級準決勝,注,注,,4,2,櫻井 正孝,宮城,37,100,S1,追,3.92,103.78,5,0,0,0,2,1,2,1,4,12,10.5,15.7,36.8
2420250707020010,20250708,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級準決勝,◎,◎,,1,3,和田 真久留,神奈川,34,99,S1,両,3.92,114.56,3,1,1,4,2,2,3,6,2,8,15.7,47.3,57.8
2420250707020010,20250708,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級準決勝,▲,▲,,3,4,新田 康仁,静岡,51,74,S1,両,3.93,105.03,4,0,0,0,10,2,7,5,4,13,24.1,41.3,55.1
2420250707020010,20250708,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級準決勝,△,△,,3,5,久田 裕也,徳島,25,117,S1,逃,3.92,107.30,0,12,8,8,0,0,10,6,2,8,38.4,61.5,69.2
2420250707020010,20250708,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級準決勝,,,,6,6,磯島 康祐,青森,33,105,S2,逃,3.92,93.77,2,8,2,1,0,0,1,2,0,19,4.5,13.6,13.6
2420250707020011,20250708,宇都宮競輪,サンケイスポーツ杯,11R,Ｓ級準決勝,○,○,,3,1,橋本 壮史,茨城,30,119,S2,逃,3.92,106.14,3,11,4,4,0,0,6,2,3,11,27.2,36.3,50.0
2420250707020011,20250708,宇都宮競輪,サンケイスポーツ杯,11R,Ｓ級準決勝,注,注,,3,2,竹内 智彦,宮城,48,84,S1,追,3.92,107.22,0,0,0,0,6,2,5,3,1,13,22.7,36.3,40.9
2420250707020011,20250708,宇都宮競輪,サンケイスポーツ杯,11R,Ｓ級準決勝,△,△,,3,3,上野 優太,熊本,28,113,S2,追,3.92,105.04,3,0,0,1,8,2,4,7,4,7,18.1,50.0,68.1
2420250707020011,20250708,宇都宮競輪,サンケイスポーツ杯,11R,Ｓ級準決勝,▲,▲,,4,4,菅原 裕太,静岡,34,100,S2,両,3.92,102.55,2,0,0,0,5,1,2,4,3,11,10.0,30.0,45.0
2420250707020011,20250708,宇都宮競輪,サンケイスポーツ杯,11R,Ｓ級準決勝,×,×,,3,5,佐藤 一伸,福島,37,94,S2,両,3.92,108.81,0,3,0,6,4,1,7,4,4,12,25.9,40.7,55.5
2420250707020011,20250708,宇都宮競輪,サンケイスポーツ杯,11R,Ｓ級準決勝,,,,4,6,外田 心斗,愛媛,26,115,S2,逃,3.92,99.93,4,3,1,2,2,0,1,4,2,9,6.2,31.2,43.7
2420250707020012,20250708,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級準決勝,◎,◎,,3,1,北津留 翼,福岡,40,90,S1,逃,3.93,109.84,4,12,8,6,0,0,7,7,2,10,26.9,53.8,61.5
2420250707020012,20250708,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級準決勝,,,,4,2,藤田 周磨,埼玉,27,117,S2,逃,3.92,100.82,2,9,3,3,1,1,4,4,2,13,17.3,34.7,43.4
2420250707020012,20250708,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級準決勝,▲,▲,,4,3,石塚 孝幸,神奈川,45,89,S1,追,3.92,103.70,1,0,0,1,1,0,2,0,3,12,11.7,11.7,29.4
2420250707020012,20250708,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級準決勝,○,○,,3,4,松岡 貴久,熊本,41,90,S1,追,3.92,109.84,3,0,0,0,5,3,3,5,6,13,11.1,29.6,51.8
2420250707020012,20250708,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級準決勝,×,×,,3,5,原田 研太朗,徳島,34,98,S1,逃,3.92,106.84,1,3,0,12,4,1,9,8,5,10,28.1,53.1,68.7
2420250707020012,20250708,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級準決勝,注,注,,5,6,矢野 昌彦,栃木,43,91,S2,逃,3.92,97.29,1,6,3,1,1,0,2,3,0,12,11.7,29.4,29.4
2420250707030001,20250709,宇都宮競輪,サンケイスポーツ杯,1R,Ａ級一般,注,注,,4,1,山田 祐太,福島,36,113,A2,逃,3.92,80.54,3,9,4,1,0,1,4,2,2,16,16.6,25.0,33.3
2420250707030001,20250709,宇都宮競輪,サンケイスポーツ杯,1R,Ａ級一般,○,○,,4,2,細川 貴史,広島,44,87,A2,追,3.92,81.33,2,0,0,0,0,2,0,2,4,15,0.0,9.5,28.5
2420250707030001,20250709,宇都宮競輪,サンケイスポーツ杯,1R,Ａ級一般,▲,▲,,4,3,白川 将太,青森,38,93,A2,追,3.92,80.86,6,0,0,0,1,2,1,2,1,20,4.1,12.5,16.6
2420250707030001,20250709,宇都宮競輪,サンケイスポーツ杯,1R,Ａ級一般,◎,◎,,3,4,日野 博幸,愛媛,41,103,A1,逃,3.92,87.52,8,9,6,4,1,0,7,4,1,10,31.8,50.0,54.5
2420250707030001,20250709,宇都宮競輪,サンケイスポーツ杯,1R,Ａ級一般,×,×,,4,5,山口 茂,福島,45,98,A2,追,3.92,83.14,1,3,0,2,3,1,2,4,6,15,7.4,22.2,44.4
2420250707030001,20250709,宇都宮競輪,サンケイスポーツ杯,1R,Ａ級一般,,,,7,6,吉田 昌弘,埼玉,40,97,A2,追,3.92,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2420250707030002,20250709,宇都宮競輪,サンケイスポーツ杯,2R,Ａ級一般,×,×,,5,1,土屋 仁,茨城,50,84,A2,追,3.92,77.30,15,0,0,0,16,10,12,14,2,5,36.3,78.7,84.8
2420250707030002,20250709,宇都宮競輪,サンケイスポーツ杯,2R,Ａ級一般,注,注,,4,2,大久保 直也,徳島,47,85,A2,両,3.93,80.07,1,0,0,0,1,1,0,2,3,24,0.0,6.8,17.2
2420250707030002,20250709,宇都宮競輪,サンケイスポーツ杯,2R,Ａ級一般,◎,◎,,2,3,松坂 侑亮,神奈川,27,115,A1,逃,3.92,90.62,2,5,0,0,1,1,1,1,0,25,3.7,7.4,7.4
2420250707030002,20250709,宇都宮競輪,サンケイスポーツ杯,2R,Ａ級一般,▲,▲,,4,4,濱口 健二,高知,57,60,A2,追,3.92,81.47,0,0,0,0,2,2,0,4,2,15,0.0,19.0,28.5
2420250707030002,20250709,宇都宮競輪,サンケイスポーツ杯,2R,Ａ級一般,△,△,,4,5,伊藤 拓人,静岡,37,94,A2,追,3.92,81.00,0,0,0,0,0,0,0,0,6,14,0.0,0.0,30.0
2420250707030002,20250709,宇都宮競輪,サンケイスポーツ杯,2R,Ａ級一般,,,,7,6,横田 政直,群馬,39,103,A2,逃,3.92,67.62,5,9,6,1,0,0,3,4,2,15,12.5,29.1,37.5
2420250707030003,20250709,宇都宮競輪,サンケイスポーツ杯,3R,Ａ級特選,◎,◎,,2,1,下沖 功児,宮崎,41,95,A2,逃,3.86,89.51,0,9,5,7,1,1,7,7,3,10,25.9,51.8,62.9
2420250707030003,20250709,宇都宮競輪,サンケイスポーツ杯,3R,Ａ級特選,△,△,,2,2,佐藤 雅彦,宮城,43,87,A1,追,3.85,94.33,1,0,0,0,0,0,0,0,2,22,0.0,0.0,8.3
2420250707030003,20250709,宇都宮競輪,サンケイスポーツ杯,3R,Ａ級特選,注,注,,3,3,吉田 元輝,茨城,39,100,A1,両,3.92,87.35,4,4,2,1,1,0,2,2,5,9,11.1,22.2,50.0
2420250707030003,20250709,宇都宮競輪,サンケイスポーツ杯,3R,Ａ級特選,×,×,,2,4,坂本 将太郎,栃木,32,101,A1,追,3.92,89.46,2,0,0,0,2,2,2,2,1,9,14.2,28.5,35.7
2420250707030003,20250709,宇都宮競輪,サンケイスポーツ杯,3R,Ａ級特選,▲,▲,,3,5,渋谷 錬,神奈川,34,103,A2,追,3.92,87.92,1,0,0,0,3,5,2,6,8,10,7.6,30.7,61.5
2420250707030003,20250709,宇都宮競輪,サンケイスポーツ杯,3R,Ａ級特選,,,,3,6,赤塚 悠人,山形,39,97,A1,両,3.92,86.20,4,3,1,4,5,2,8,4,5,12,27.5,41.3,58.6
2420250707030005,20250709,宇都宮競輪,サンケイスポーツ杯,5R,Ｓ級一般,×,×,,4,1,那須 久幸,福岡,53,71,S2,追,3.92,99.69,0,0,0,0,2,0,1,1,2,10,7.1,14.2,28.5
2420250707030005,20250709,宇都宮競輪,サンケイスポーツ杯,5R,Ｓ級一般,◎,◎,,4,2,松永 将,茨城,44,89,S2,追,3.92,101.60,2,0,0,0,2,1,2,1,6,17,7.6,11.5,34.6
2420250707030005,20250709,宇都宮競輪,サンケイスポーツ杯,5R,Ｓ級一般,,,,5,3,小菅 誠,神奈川,45,90,S2,追,3.93,95.84,0,0,0,0,1,3,0,4,3,26,0.0,12.1,21.2
2420250707030005,20250709,宇都宮競輪,サンケイスポーツ杯,5R,Ｓ級一般,○,○,,4,4,朝倉 智仁,茨城,25,115,S2,逃,3.92,99.35,3,13,2,5,1,0,6,2,4,16,21.4,28.5,42.8
2420250707030005,20250709,宇都宮競輪,サンケイスポーツ杯,5R,Ｓ級一般,注,注,,4,5,佐々木 和紀,神奈川,28,117,S2,両,3.92,101.40,2,0,0,0,2,0,2,0,2,8,16.6,16.6,33.3
2420250707030005,20250709,宇都宮競輪,サンケイスポーツ杯,5R,Ｓ級一般,▲,▲,,6,6,谷口 力也,熊本,27,119,S2,逃,3.92,92.15,2,10,6,2,0,0,6,2,2,9,31.5,42.1,52.6
2420250707030006,20250709,宇都宮競輪,サンケイスポーツ杯,6R,Ｓ級一般,◎,◎,,4,1,佐藤 壮,千葉,33,100,S2,追,3.92,101.50,7,0,0,0,4,0,3,1,4,19,11.1,14.8,29.6
2420250707030006,20250709,宇都宮競輪,サンケイスポーツ杯,6R,Ｓ級一般,▲,▲,,5,2,中村 昌弘,広島,48,81,S2,追,3.92,98.57,3,0,0,0,1,3,1,3,2,16,4.5,18.1,27.2
2420250707030006,20250709,宇都宮競輪,サンケイスポーツ杯,6R,Ｓ級一般,○,○,,5,3,内山 雅貴,静岡,30,113,S2,逃,3.92,98.09,8,5,0,4,2,0,5,1,4,12,22.7,27.2,45.4
2420250707030006,20250709,宇都宮競輪,サンケイスポーツ杯,6R,Ｓ級一般,,,,7,4,小林 圭介,茨城,49,83,S2,追,3.92,86.44,2,0,0,0,8,2,5,5,3,14,18.5,37.0,48.1
2420250707030006,20250709,宇都宮競輪,サンケイスポーツ杯,6R,Ｓ級一般,注,注,,5,5,畝木 努,岡山,31,107,S2,逃,3.92,96.60,0,7,2,1,0,0,2,1,2,18,8.6,13.0,21.7
2420250707030006,20250709,宇都宮競輪,サンケイスポーツ杯,6R,Ｓ級一般,△,△,,7,6,小埜 正義,千葉,44,88,S2,追,3.92,86.25,5,0,0,0,7,3,6,4,1,16,22.2,37.0,40.7
2420250707030007,20250709,宇都宮競輪,サンケイスポーツ杯,7R,Ｓ級一般,◎,◎,,3,1,久木原 洋,埼玉,40,97,S2,両,3.93,105.90,3,0,0,0,2,2,0,4,2,5,0.0,36.3,54.5
2420250707030007,20250709,宇都宮競輪,サンケイスポーツ杯,7R,Ｓ級一般,注,注,,5,2,西岡 拓朗,広島,41,97,S2,追,3.92,98.96,3,0,0,0,3,2,3,2,5,16,11.5,19.2,38.4
2420250707030007,20250709,宇都宮競輪,サンケイスポーツ杯,7R,Ｓ級一般,×,×,,5,3,坂本 紘規,青森,28,117,S2,逃,3.92,97.89,0,6,1,2,1,1,1,4,6,8,5.2,26.3,57.8
2420250707030007,20250709,宇都宮競輪,サンケイスポーツ杯,7R,Ｓ級一般,○,○,,5,4,鈴木 輝大,東京,30,113,S2,両,3.92,98.52,0,0,0,2,2,0,2,2,4,13,9.5,19.0,38.0
2420250707030007,20250709,宇都宮競輪,サンケイスポーツ杯,7R,Ｓ級一般,△,△,,6,5,秋本 耀太郎,栃木,27,117,S2,逃,3.92,91.77,2,5,3,3,1,1,4,4,1,9,22.2,44.4,50.0
2420250707030007,20250709,宇都宮競輪,サンケイスポーツ杯,7R,Ｓ級一般,,,,7,6,本多 哲也,千葉,37,97,S2,逃,3.92,86.09,6,4,2,3,3,0,5,3,1,12,23.8,38.0,42.8
2420250707030008,20250709,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級特選,×,×,,3,1,佐藤 一伸,福島,37,94,S2,両,3.92,108.81,0,3,0,6,4,1,7,4,4,12,25.9,40.7,55.5
2420250707030008,20250709,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級特選,△,△,,4,2,坂本 亮馬,福岡,40,90,S2,追,3.93,103.80,0,1,0,1,2,1,3,1,3,14,14.2,19.0,33.3
2420250707030008,20250709,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級特選,▲,▲,,4,3,石塚 孝幸,神奈川,45,89,S1,追,3.92,103.70,1,0,0,1,1,0,2,0,3,12,11.7,11.7,29.4
2420250707030008,20250709,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級特選,注,注,,3,4,竹内 智彦,宮城,48,84,S1,追,3.92,107.22,0,0,0,0,6,2,5,3,1,13,22.7,36.3,40.9
2420250707030008,20250709,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級特選,◎,◎,,3,5,松岡 貴久,熊本,41,90,S1,追,3.92,109.84,3,0,0,0,5,3,3,5,6,13,11.1,29.6,51.8
2420250707030008,20250709,宇都宮競輪,サンケイスポーツ杯,8R,Ｓ級特選,,,,5,6,近藤 隆司,千葉,41,90,S2,両,3.92,97.73,0,9,3,2,0,1,4,2,5,15,15.3,23.0,42.3
2420250707030009,20250709,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級特選,○,○,,3,1,久田 裕也,徳島,25,117,S1,逃,3.92,107.30,0,12,8,8,0,0,10,6,2,8,38.4,61.5,69.2
2420250707030009,20250709,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級特選,注,注,,4,2,青森 伸也,福島,48,87,S2,追,3.92,103.83,2,0,0,0,2,2,2,2,3,6,15.3,30.7,53.8
2420250707030009,20250709,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級特選,×,×,,3,3,新田 康仁,静岡,51,74,S1,両,3.93,105.03,4,0,0,0,10,2,7,5,4,13,24.1,41.3,55.1
2420250707030009,20250709,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級特選,△,△,,3,4,上野 優太,熊本,28,113,S2,追,3.92,105.04,3,0,0,1,8,2,4,7,4,7,18.1,50.0,68.1
2420250707030009,20250709,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級特選,▲,▲,,4,5,藤田 周磨,埼玉,27,117,S2,逃,3.92,100.82,2,9,3,3,1,1,4,4,2,13,17.3,34.7,43.4
2420250707030009,20250709,宇都宮競輪,サンケイスポーツ杯,9R,Ｓ級特選,,,,6,6,磯島 康祐,青森,33,105,S2,逃,3.92,93.77,2,8,2,1,0,0,1,2,0,19,4.5,13.6,13.6
2420250707030010,20250709,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級特選,◎,◎,,3,1,神山 拓弥,栃木,38,91,S1,追,3.92,109.19,4,0,0,0,6,3,4,5,5,17,12.9,29.0,45.1
2420250707030010,20250709,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級特選,△,△,,4,2,田中 誠,福岡,41,89,S2,追,3.92,103.71,1,0,0,0,7,5,6,6,4,13,20.6,41.3,55.1
2420250707030010,20250709,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級特選,×,×,,3,3,大塚 玲,神奈川,43,89,S2,追,3.92,105.80,0,0,0,0,9,2,6,5,2,12,24.0,44.0,52.0
2420250707030010,20250709,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級特選,○,○,,3,4,橋本 壮史,茨城,30,119,S2,逃,3.92,106.14,3,11,4,4,0,0,6,2,3,11,27.2,36.3,50.0
2420250707030010,20250709,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級特選,注,注,,4,5,菅原 大也,神奈川,34,107,S1,両,3.92,102.89,1,9,1,5,3,1,5,5,3,15,17.8,35.7,46.4
2420250707030010,20250709,宇都宮競輪,サンケイスポーツ杯,10R,Ｓ級特選,,,,7,6,能代谷 元,神奈川,36,111,S2,両,3.92,88.66,1,6,2,2,1,0,3,2,1,6,25.0,41.6,50.0
2420250707030011,20250709,宇都宮競輪,サンケイスポーツ杯,11R,Ａ級決勝,◎,◎,,2,1,福田 稔希,栃木,22,125,A2,逃,3.85,94.93,1,12,10,4,0,0,12,2,0,1,80.0,93.3,93.3
2420250707030011,20250709,宇都宮競輪,サンケイスポーツ杯,11R,Ａ級決勝,×,×,,1,2,津村 洸次郎,福岡,34,101,A1,両,3.93,101.25,5,3,0,4,4,1,5,4,10,13,15.6,28.1,59.3
2420250707030011,20250709,宇都宮競輪,サンケイスポーツ杯,11R,Ａ級決勝,,,,3,3,中原 航大,岡山,25,123,A2,逃,3.92,87.07,3,11,7,0,0,0,4,3,0,8,26.6,46.6,46.6
2420250707030011,20250709,宇都宮競輪,サンケイスポーツ杯,11R,Ａ級決勝,○,○,,1,4,安彦 統賀,埼玉,26,121,A1,逃,3.92,102.85,3,4,0,4,4,0,4,4,7,7,18.1,36.3,68.1
2420250707030011,20250709,宇都宮競輪,サンケイスポーツ杯,11R,Ａ級決勝,注,注,,3,5,佐伯 辰哉,広島,29,109,A1,両,3.92,87.80,2,5,2,2,2,4,2,8,3,8,9.5,47.6,61.9
2420250707030011,20250709,宇都宮競輪,サンケイスポーツ杯,11R,Ａ級決勝,△,△,,4,6,山口 貴弘,栃木,47,84,A2,追,3.85,82.47,1,0,0,1,3,1,3,2,1,15,14.2,23.8,28.5
2420250707030012,20250709,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級決勝,○,○,,1,1,和田 真久留,神奈川,34,99,S1,両,3.92,114.56,3,1,1,4,2,2,3,6,2,8,15.7,47.3,57.8
2420250707030012,20250709,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級決勝,◎,◎,,3,2,北津留 翼,福岡,40,90,S1,逃,3.93,109.84,4,12,8,6,0,0,7,7,2,10,26.9,53.8,61.5
2420250707030012,20250709,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級決勝,×,×,,3,3,原田 研太朗,徳島,34,98,S1,逃,3.92,106.84,1,3,0,12,4,1,9,8,5,10,28.1,53.1,68.7
2420250707030012,20250709,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級決勝,△,△,,4,4,櫻井 正孝,宮城,37,100,S1,追,3.92,103.78,5,0,0,0,2,1,2,1,4,12,10.5,15.7,36.8
2420250707030012,20250709,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級決勝,,,,4,5,外田 心斗,愛媛,26,115,S2,逃,3.92,99.93,4,3,1,2,2,0,1,4,2,9,6.2,31.2,43.7
2420250707030012,20250709,宇都宮競輪,サンケイスポーツ杯,12R,Ｓ級決勝,▲,▲,,5,6,矢野 昌彦,栃木,43,91,S2,逃,3.92,97.29,1,6,3,1,1,0,2,3,0,12,11.7,29.4,29.4
