race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
5620260516020006,岸和田競輪,7R,22:50,1-7-5,1,7,5,9999.9,0.015164719808064598,150.64568160866517
5620260516020002,岸和田競輪,3R,21:30,1-7-4,1,7,4,9999.9,0.014271027540411678,141.70884830136274
4320260516020006,岐阜競輪,6R,22:20,1-7-4,1,7,4,9999.9,0.012285398613011046,121.85275759024915
5620260516020003,岸和田競輪,4R,21:50,4-3-5,4,3,5,9999.9,0.011361233112306229,112.61119499975105
5620260516020005,岸和田競輪,6R,22:30,7-6-1,7,6,1,9999.9,0.010156945536059392,100.5684396660403
5620260516020007,岸和田競輪,8R,23:10,1-7-4,1,7,4,9999.9,0.009997755953666618,98.97655976107082
5620260516020004,岸和田競輪,5R,22:10,1-7-5,1,7,5,9999.9,0.009122785360689138,90.22694132835531
4320260516020008,岐阜競輪,8R,23:00,1-7-4,1,7,4,9999.9,0.008335866040060192,82.35782681399792
4320260516020003,岐阜競輪,3R,21:20,5-3-2,5,3,2,9999.9,0.007686172663385173,75.86095801658539
4320260516020005,岐阜競輪,5R,22:00,5-7-2,5,7,2,9999.9,0.007193415268268359,70.93343334115676
4320260516020002,岐阜競輪,2R,21:00,2-5-3,2,5,3,9999.9,0.006248482027071288,61.48419542251017
5620260516020008,岸和田競輪,9R,23:30,5-3-2,5,3,2,9999.9,0.006223427987622136,61.233657533422594
4320260516020007,岐阜競輪,7R,22:40,2-5-3,2,5,3,9999.9,0.006051745989462284,59.516854720023886
5620260516020009,防府競輪,1R,08:30,4-7-2,4,7,2,9999.9,0.006047019142998347,59.469586728069174
8320260517010006,久留米競輪,7R,18:18,6-2-7,6,2,7,9999.9,0.0059465460307813025,58.46486565320994
5520260517010004,和歌山競輪,5R,12:28,7-6-1,7,6,1,8432.9,0.006855668865836401,56.813169978711784
4320260516020001,岐阜競輪,1R,20:40,3-4-7,3,4,7,9999.9,0.005210093937106228,51.100418361668574
4320260516020009,岐阜競輪,9R,23:20,4-1-2,4,1,2,9999.9,0.005011771025754405,49.11720908044147
4320260516020004,岐阜競輪,4R,21:40,6-3-1,6,3,1,9999.9,0.004934091622429801,48.34042281513577
8320260517010010,久留米競輪,11R,20:14,5-6-3,5,6,3,9999.9,0.004928532743683352,48.28483458355915
8320260517010003,久留米競輪,4R,16:54,2-6-1,2,6,1,7672.9,0.006274126542446231,47.14074554753568
6320260517010005,防府競輪,6R,10:14,5-6-2,5,6,2,9999.9,0.00453962916356774,44.39583767276104
8320260517010004,久留米競輪,5R,17:22,7-2-5,7,2,5,8210.7,0.005468769768994159,43.90242794228035
