race_id,sanrentan_result,payout_sanrentan_100
2320260706010001,5-3-7,44540
2320260706010002,3-2-4,30600
2320260706010003,5-7-6,49550
2320260706010004,4-1-3,490
2320260706010005,3-2-7,2640
2320260706010006,3-2-7,640
2320260706010007,7-6-5,14810
2320260706010008,1-2-5,6170
2320260706010009,7-2-3,1030
2320260706010010,1-4-6,560
2320260706010011,4-1-6,1970
2720260704030001,5-7-4,7710
2720260704030002,5-2-3,5060
2720260704030003,4-3-7,1410
2720260704030004,4-5-6,3400
2720260704030005,2-7-1,2750
2720260704030006,6-2-4,28020
3720260704030001,1-7-6,82210
3720260704030002,2-7-5,13590
3720260704030003,4-1-2,29200
3720260704030004,2-7-3,1630
3720260704030005,1-6-5,2830
3720260704030006,5-3-7,2640
3720260704030007,6-1-2,141490
4520260705020001,1-3-2,30520
4520260705020002,5-7-4,5230
4520260705020003,7-3-5,4460
4520260705020004,2-6-7,1680
4520260705020005,1-5-2,2350
4520260705020006,5-2-1,3200
4520260705020007,4-1-2,1900
4520260705020008,1-7-2,10020
4520260705020009,3-4-1,10040
4520260705020010,5-1-3,1070
4520260705020011,5-1-3,5000
4520260705020012,6-3-4,34640
5520260705020001,7-6-3,41870
5520260705020002,7-5-3,15700
5520260705020003,6-3-2,4250
5520260705020004,4-1-5,102640
5520260705020005,4-1-5,870
5520260705020006,2-5-3,680
5520260705020007,1-7-3,21840
5520260705020008,4-2-1,14830
5520260705020009,1-5-6,85580
5520260705020010,4-5-3,2130
5520260705020011,1-5-2,5510
5520260705020012,1-5-3,2550
5620260704030001,4-1-2,370
5620260704030002,2-1-3,560
5620260704030003,4-1-3,420
5620260704030004,5-4-2,19530
5620260704030005,6-1-2,13970
5620260704030006,3-7-1,4140
8520260705020001,6-7-3,7820
8520260705020002,4-6-7,1010
8520260705020003,4-3-1,5680
8520260705020004,4-5-1,270
8520260705020005,7-1-4,5300
8520260705020006,4-5-3,310
8520260705020007,3-2-6,15690
8620260704030001,5-1-2,570
8620260704030002,1-3-2,360
8620260704030003,2-5-1,3770
8620260704030004,2-3-4,2420
8620260704030005,1-4-6,6990
