race_id,sanrentan_result,payout_sanrentan_100
1120260708010001,7-2-4,2100
1120260708010002,4-2-7,39490
1120260708010003,4-3-5,1480
1120260708010004,1-2-5,20980
1120260708010005,5-7-1,5480
1120260708010006,7-1-5,44310
1120260708010007,6-2-5,48970
1120260708010008,5-4-2,10460
1120260708010009,1-4-2,2020
1120260708010010,7-4-1,590
1120260708010011,5-1-7,260
1120260708010012,5-2-4,7720
2120260707020001,3-4-2,3430
2120260707020002,5-4-6,1430
2120260707020003,5-4-2,1860
2120260707020004,1-4-6,2080
2320260706030001,2-4-6,640
2320260706030002,3-4-1,21710
2320260706030003,4-3-7,700
2320260706030004,3-7-6,11830
2320260706030005,5-3-1,1100
2320260706030006,7-1-2,46340
2320260706030007,1-4-2,6830
2320260706030008,4-2-3,7840
2320260706030009,5-2-3,360
2320260706030010,6-7-1,390
2320260706030011,7-1-5,1770
4420260708010001,2-3-1,10890
4420260708010002,7-3-2,74390
4420260708010003,3-7-5,5740
4420260708010004,4-1-7,3170
4420260708010005,6-1-5,37680
4420260708010006,5-4-2,2140
4420260708010007,1-4-7,370
4420260708010008,7-5-1,7010
4420260708010009,1-5-2,1070
4420260708010010,4-1-5,1240
4420260708010011,5-2-1,4950
4420260708010012,5-2-4,11180
6120260707020001,1-3-2,440
6120260707020002,1-3-2,610
6120260707020003,1-2-3,930
6220260708010001,1-7-3,15700
6220260708010002,5-4-3,3470
6220260708010003,1-5-7,2150
6220260708010004,1-4-6,4840
6220260708010005,1-5-6,4450
6220260708010006,5-3-2,1950
6220260708010007,1-5-4,920
6320260707020001,6-5-3,11140
6320260707020002,3-2-7,3380
6320260707020003,2-4-1,2310
6320260707020004,2-7-5,2300
6320260707020005,2-6-5,21080
6320260707020006,2-6-5,970
6320260707020007,3-2-4,7780
6320260707020008,7-3-2,2490
6320260707020009,7-1-3,1650
6320260707020010,7-2-4,1430
6320260707020011,7-2-1,3130
6320260707020012,1-4-6,790
8320260707020001,6-3-4,510
8320260707020002,3-1-6,24760
8320260707020003,3-1-7,5920
8320260707020004,1-3-5,1970
8320260707020005,2-1-7,22240
8320260707020006,4-5-3,1410
8320260707020007,4-1-3,530
8320260707020008,7-5-1,2360
8320260707020009,5-1-4,2930
8320260707020010,4-3-5,2350
8320260707020011,5-1-7,300
