race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV,kelly_full,kelly_frac_capped,stake_raw,stake,expected_profit
3820260310010003,静岡競輪,3R,16:51,4-7-6,4,7,6,7278.7,0.0070930334420338,50.62806251453211,0.006956602019117594,0.003478301009558797,173.91505047793984,200,10125.612502906422
1320260309020007,いわき平競輪,7R,18:20,4-3-2,4,3,2,4874.2,0.0067250763724238,31.779367254468227,0.006521252412063578,0.003260626206031789,163.03131030158943,200,6355.873450893645
3620260308030012,小田原競輪,12R,16:21,2-6-5,2,6,5,3573.2,0.0080867275209863,27.895494777988343,0.007809051782651684,0.003904525891325842,195.2262945662921,200,5579.0989555976685
7320260310010010,小松島競輪,10R,15:01,7-6-3,7,6,3,2395.7,0.0116893230434146,27.00411121510839,0.011276615532262243,0.005,250.0,200,5400.822243021678
3820260310010002,静岡競輪,2R,16:27,5-6-4,5,6,4,3307.3,0.0073594880133322,23.340034706493917,0.00705926101881073,0.003529630509405365,176.48152547026825,200,4668.006941298783
8420260309020001,武雄競輪,1R,08:50,7-6-1,7,6,1,1422.2,0.0161651435689922,21.990067183820805,0.015472887126245992,0.005,250.0,200,4398.013436764161
7320260310010008,小松島競輪,8R,14:03,3-7-5,3,7,5,1263.7,0.0171596218165301,20.68461408954916,0.016381257693473636,0.005,250.0,200,4136.922817909832
3620260308030004,小田原競輪,4R,12:25,4-6-5,4,6,5,2950.2,0.0070506676435869,19.80087968211012,0.006713983345351324,0.003356991672675662,167.84958363378308,200,3960.1759364220243
3820260310010004,静岡競輪,4R,17:15,1-5-2,1,5,2,2812.5,0.0072818941662897,19.480327342689783,0.006928802184844312,0.003464401092422156,173.2200546211078,200,3896.065468537957
7320260310010007,小松島競輪,7R,13:36,5-4-3,5,4,3,6372.6,0.005167342834516,31.929408947237185,0.005011207380757923,0.0025056036903789614,125.28018451894806,100,3192.9408947237184
3820260310010006,静岡競輪,6R,18:07,6-4-2,6,4,2,8095.7,0.0037554314664075,29.402846522595876,0.003632357780102521,0.0018161788900512604,90.80894450256302,100,2940.284652259588
7320260310010009,小松島競輪,9R,14:31,7-6-5,7,6,5,1498.1,0.0101793199970235,14.249639287540909,0.009518161303547464,0.004759080651773732,237.9540325886866,200,2849.9278575081817
3820260310010010,静岡競輪,10R,19:51,4-6-2,4,6,2,1472.0,0.0090613753002198,12.33834444192368,0.008387725657324051,0.004193862828662026,209.6931414331013,200,2467.668888384736
8420260309020005,武雄競輪,5R,10:13,1-6-5,1,6,5,4591.6,0.0053105697913853,23.38401225412486,0.005093890178653086,0.002546945089326543,127.34725446632714,100,2338.401225412486
3820260310010005,静岡競輪,5R,17:41,5-3-7,5,3,7,5735.2,0.0042462077054224,23.352850432138776,0.004072555968075543,0.0020362779840377714,101.81389920188857,100,2335.2850432138775
8420260309020007,武雄競輪,7R,10:55,5-6-1,5,6,1,4002.2,0.0059702460804946,22.89411886335558,0.005721813171887329,0.0028609065859436645,143.04532929718323,100,2289.411886335558
3620260308030007,小田原競輪,7R,13:45,7-6-5,7,6,5,1095.7,0.010569337657848,10.580823271704086,0.009665500385223427,0.004832750192611713,241.63750963058567,200,2116.164654340817
7320260310010011,小松島競輪,11R,15:33,7-6-1,7,6,1,3992.5,0.0054640094142603,20.815057586434484,0.0052148459442401315,0.0026074229721200657,130.3711486060033,100,2081.5057586434486
3820260310010001,静岡競輪,1R,16:03,3-1-6,3,1,6,1331.7,0.0085138558692091,10.337901861025887,0.007768769715958433,0.0038843848579792166,194.21924289896083,200,2067.5803722051774
4520260310010001,豊橋競輪,1R,20:40,4-7-6,4,7,6,6117.7,0.0033973665994886,19.78406964569174,0.0032344351767606295,0.0016172175883803147,80.86087941901573,100,1978.406964569174
