bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,14,6,0,0.0,0,0.0,2400.0,900.0,0.0,-2400.0,0.008012301915193237,3709.1349999999993,24.083601594026497
