race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
4520260310010004,豊橋競輪,4R,21:40,3-5-2,3,5,2,9999.9,0.011016698794999233,109.16588628011283
4520260310010007,豊橋競輪,7R,22:40,1-6-5,1,6,5,9999.9,0.010249821219957385,101.49718721745185
4520260310010008,豊橋競輪,8R,23:00,2-6-7,2,6,7,9999.9,0.009898267435001266,97.98168452326917
7420260310010004,高知競輪,4R,21:50,2-6-7,2,6,7,9999.9,0.009759758143031204,96.59660545449773
7420260310010007,高知競輪,7R,22:50,2-5-3,2,5,3,9999.9,0.008425007433564806,83.24923183490469
4520260310010005,豊橋競輪,5R,22:00,1-7-6,1,7,6,9999.9,0.0081126220740103,80.12540947789559
7420260310010003,高知競輪,3R,21:30,2-5-3,2,5,3,9999.9,0.007157548758465683,70.57477182978099
7420260310010008,高知競輪,8R,23:10,5-3-7,5,3,7,9999.9,0.006824482866084229,67.24414621255568
7420260310010005,高知競輪,5R,22:10,5-7-2,5,7,2,9999.9,0.006284637381042334,61.845745346685234
4520260310010006,豊橋競輪,6R,22:20,1-6-5,1,6,5,9999.9,0.006202866643238633,61.028046145722
4520260310010002,豊橋競輪,2R,21:00,2-5-6,2,5,6,9999.9,0.005938408579763026,58.38349195677228
3820260310010003,静岡競輪,3R,16:51,4-7-6,4,7,6,7278.7,0.007093033442033895,50.62806251453211
7420260310010002,高知競輪,2R,21:10,3-7-6,3,7,6,9999.9,0.004848733613359745,47.486851260236115
7420260310010006,高知競輪,6R,22:30,5-7-2,5,7,2,9999.9,0.004697529601515274,45.974826262192586
7420260310010009,高知競輪,9R,23:30,6-5-7,6,5,7,9999.9,0.0038249834729181227,37.24945223083393
7420260310010001,高知競輪,1R,20:50,7-1-6,7,1,6,9999.9,0.0036868859343902024,35.868490655308584
7320260310010007,小松島競輪,7R,13:36,5-4-3,5,4,3,6372.6,0.005167342834516082,31.929408947237185
1320260309020007,いわき平競輪,7R,18:20,4-3-2,4,3,2,4874.2,0.006725076372423829,31.779367254468227
3820260310010006,静岡競輪,6R,18:07,6-4-2,6,4,2,8095.7,0.0037554314664075836,29.402846522595873
3620260308030012,小田原競輪,12R,16:21,2-6-5,2,6,5,3573.2,0.008086727520986327,27.895494777988343
7320260310010010,小松島競輪,10R,15:01,7-6-3,7,6,3,2395.7,0.011689323043414615,27.00411121510839
1320260309020006,いわき平競輪,6R,17:54,4-3-2,4,3,2,9999.9,0.0026751983670075985,25.751716150239282
8420260309020005,武雄競輪,5R,10:13,1-6-5,1,6,5,4591.6,0.005310569791385325,23.38401225412486
3820260310010005,静岡競輪,5R,17:41,5-3-7,5,3,7,5735.2,0.00424620770542244,23.352850432138776
3820260310010002,静岡競輪,2R,16:27,5-6-4,5,6,4,3307.3,0.007359488013332299,23.340034706493913
8420260309020007,武雄競輪,7R,10:55,5-6-1,5,6,1,4002.2,0.005970246080494623,22.89411886335558
