race_id,sanrentan_result,payout_sanrentan_100
1320260309020001,7-3-4,16790
1320260309020002,1-4-7,590
1320260309020003,1-4-5,4720
3620260308030001,6-3-2,381030
3620260308030002,4-2-1,14170
3620260308030003,3-2-1,7120
3620260308030004,1-5-6,3300
3620260308030005,2-4-5,1030
3620260308030006,1-3-7,14440
3620260308030007,2-3-5,13860
3620260308030008,4-5-3,12560
3620260308030009,5-1-3,4450
3620260308030010,2-5-3,17590
3620260308030011,4-1-7,16360
3620260308030012,7-3-4,34960
3820260310010001,2-7-3,2480
3820260310010002,1-3-5,2580
3820260310010003,3-7-2,310
7320260310010001,1-7-4,3020
7320260310010002,2-5-6,3650
7320260310010003,5-1-2,1050
7320260310010004,7-4-2,25870
7320260310010005,2-5-6,17540
7320260310010006,4-5-3,59500
7320260310010007,7-3-1,800
7320260310010008,1-6-7,197070
7320260310010009,2-7-1,13560
7320260310010010,1-7-2,270
7320260310010011,4-1-3,400
7320260310010012,2-6-4,81260
8420260309020001,7-2-5,200
8420260309020002,7-2-5,1110
8420260309020003,7-5-3,9610
8420260309020004,1-5-3,1670
8420260309020005,2-1-5,5150
8420260309020006,2-4-1,5200
8420260309020007,7-1-5,1250
