race_id,sanrentan_result,payout_sanrentan_100
1220260723010001,5-3-7,22970
1220260723010002,3-7-1,26300
1220260723010003,3-7-1,2910
1220260723010004,6-1-7,3640
1220260723010005,3-7-5,18290
1220260723010006,4-3-1,5420
1220260723010007,5-7-6,7530
1220260723010008,4-3-1,12430
1220260723010009,4-7-1,1330
1220260723010010,2-6-1,213600
1220260723010011,3-5-4,6200
1220260723010012,2-3-1,33150
2220260722020001,7-3-4,840
2220260722020002,4-2-6,370
2220260722020003,7-4-1,1020
3620260723010001,1-5-4,540
3620260723010002,6-2-5,1470
3620260723010003,1-7-2,930
3620260723010004,1-4-2,1200
3620260723010005,5-2-4,4620
3620260723010006,4-2-7,3990
3620260723010007,3-7-6,1360
4620260721030001,4-3-6,730
4620260721030002,2-4-5,790
4620260721030003,2-7-6,30350
4620260721030004,2-4-3,1630
4620260721030005,2-5-6,6530
4620260721030006,3-5-6,1800
4620260721030007,1-4-5,2170
4620260721030008,1-4-2,1600
4620260721030009,7-1-3,4650
4620260721030010,5-1-6,980
4620260721030011,5-1-3,11120
4620260721030012,5-2-4,4730
4720260721030001,7-4-1,1960
4720260721030002,6-2-3,5400
4720260721030003,5-2-4,250
4720260721030004,5-2-7,57930
6120260722020001,3-1-2,24060
6120260722020002,4-6-7,41440
6120260722020003,3-6-4,9980
6120260722020004,7-2-5,760
6120260722020005,3-5-1,380
6120260722020006,5-2-6,4290
6120260722020007,5-2-1,300
6120260722020008,1-7-5,9610
6120260722020009,2-7-1,4580
6120260722020010,1-7-2,8970
6120260722020011,5-1-4,16450
6120260722020012,7-2-5,5190
8520260722020001,6-4-1,2040
8520260722020002,1-4-7,660
8520260722020003,3-7-2,6160
8520260722020004,7-5-6,14050
8520260722020005,1-5-2,760
8520260722020006,1-7-3,1100
8520260722020007,1-5-7,4670
