race_id,sanrentan_result,payout_sanrentan_100
1120260708030001,4-7-6,32770
1120260708030002,1-5-4,4010
2220260710010001,6-1-4,690
2220260710010002,5-2-7,1660
2220260710010003,3-5-1,770
2220260710010004,5-2-4,16600
2220260710010005,5-3-1,740
2220260710010006,7-9-1,2960
2220260710010007,1-9-7,1170
2220260710010008,3-1-5,12620
2220260710010009,7-3-4,11270
2220260710010010,7-2-5,12420
2220260710010011,2-6-5,19570
2220260710010012,2-1-7,3000
3620260710010001,7-1-2,4280
3620260710010002,7-2-1,2050
3620260710010003,2-7-1,1730
3620260710010004,3-4-5,670
3620260710010005,7-5-4,2950
3620260710010006,6-5-7,870
3620260710010007,7-4-3,450
3720260710010001,3-2-7,30160
3720260710010002,4-5-7,17420
3720260710010003,6-1-5,3000
4420260708030001,1-3-2,2160
4420260708030002,6-2-3,410
4420260708030003,4-7-1,30040
4420260708030004,5-3-6,7600
4420260708030005,5-3-2,19940
4420260708030006,4-5-2,11220
4420260708030007,2-3-4,14150
4420260708030008,2-5-7,4130
4420260708030009,7-1-3,1810
4420260708030010,2-4-7,6240
4420260708030011,3-5-1,4660
4420260708030012,1-5-7,16900
6220260708030001,5-1-6,1170
6220260708030002,7-4-1,1420
6220260708030003,5-1-2,860
6220260708030004,5-1-4,3990
6220260708030005,7-2-1,760
6220260708030006,1-4-2,4860
6220260708030007,3-5-1,12110
