race_id,sanrentan_result,payout_sanrentan_100
3620260316010001,1-7-6,21780
3620260316010002,7-4-6,56280
3620260316010003,4-3-7,5180
3620260316010004,4-1-5,170
3620260316010005,5-1-6,8040
3620260316010006,1-5-2,2210
3620260316010007,5-1-2,1960
3620260316010008,5-1-3,12310
3620260316010009,2-5-4,400
3620260316010010,5-1-7,1230
3620260316010011,1-3-4,11220
3620260316010012,3-2-7,1440
4320260314030001,3-7-4,9740
4320260314030002,1-7-2,2060
4320260314030003,5-1-2,1790
4320260314030004,4-1-7,18140
4320260314030005,2-4-6,15220
4320260314030006,2-4-7,7750
4320260314030007,3-1-6,25600
4320260314030008,1-5-3,8800
4320260314030009,1-7-3,6880
4320260314030010,1-6-2,40750
4320260314030011,4-6-1,19560
4320260314030012,7-4-1,7260
5320260314030001,6-1-4,590
5320260314030002,5-1-4,7130
5320260314030003,1-4-2,4600
5320260314030004,2-1-3,3150
5320260314030005,5-2-4,1540
5320260314030006,5-1-7,1100
5320260314030007,2-4-3,5320
5320260314030008,1-5-4,7100
5320260314030009,1-2-4,11630
5320260314030010,1-5-3,1830
5320260314030011,4-2-3,24820
6120260316010001,3-1-5,6330
6120260316010002,5-4-2,590
6120260316010003,7-1-5,860
8720260314030001,5-2-4,590
8720260314030002,5-4-6,1900
8720260314030003,7-5-2,4730
8720260314030004,2-3-5,3090
8720260314030005,3-1-4,17960
8720260314030006,5-2-7,1030
8720260314030007,4-1-7,7770
