race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
8720260314030001,熊本競輪,1R,08:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260314030002,熊本競輪,2R,09:10,1,1,100,0.0,-100.0,0,0,0.0,0.0
8720260314030003,熊本競輪,3R,09:31,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260314030004,熊本競輪,4R,09:52,1,1,200,0.0,-200.0,0,0,0.0,0.0
4320260314030001,岐阜競輪,1R,11:13,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260316010002,小田原競輪,2R,11:29,1,1,200,0.0,-200.0,0,0,0.0,0.0
4320260314030002,岐阜競輪,2R,11:37,1,1,200,0.0,-200.0,0,0,0.0,0.0
5320260314030004,奈良競輪,4R,12:33,1,1,200,0.0,-200.0,0,0,0.0,0.0
4320260314030005,岐阜競輪,5R,12:51,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260316010008,小田原競輪,8R,14:03,1,1,200,0.0,-200.0,0,0,0.0,0.0
4320260314030010,岐阜競輪,10R,15:11,1,1,200,0.0,-200.0,0,0,0.0,0.0
5320260314030011,奈良競輪,11R,15:57,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260316010012,小田原競輪,12R,16:09,1,1,200,0.0,-200.0,0,0,0.0,0.0
6120260316010003,玉野競輪,3R,16:51,1,1,100,0.0,-100.0,0,0,0.0,0.0
6120260316010004,玉野競輪,4R,17:15,1,0,100,0.0,-100.0,0,0,,
6120260316010009,玉野競輪,9R,19:15,1,0,200,0.0,-200.0,0,0,,
7420260316010001,高知競輪,1R,20:40,1,0,100,0.0,-100.0,0,0,,
3120260316010001,松戸競輪,1R,20:50,1,0,200,0.0,-200.0,0,0,,
7420260316010002,高知競輪,2R,21:00,1,0,200,0.0,-200.0,0,0,,
3120260316010002,松戸競輪,2R,21:10,1,0,200,0.0,-200.0,0,0,,
