race_id,sanrentan_result,payout_sanrentan_100
2620260304020001,4-5-2,7180
2620260304020002,4-1-5,4930
2620260304020003,2-5-6,7620
2620260304020004,4-1-2,650
2620260304020005,1-2-5,2300
2620260304020006,3-6-5,2900
2620260304020007,7-6-1,4620
2620260304020008,4-7-2,600
2620260304020009,3-2-4,1150
2620260304020010,2-4-5,19900
2620260304020011,7-3-5,4320
2620260304020012,4-1-7,590
3620260303030001,5-1-2,1320
3620260303030002,5-4-2,9940
3620260303030003,2-7-5,4370
3620260303030004,2-1-4,23740
3620260303030005,2-7-4,2190
3620260303030006,5-2-3,1700
3620260303030007,6-1-5,18300
3720260304020001,7-3-1,5290
3720260304020002,3-7-1,3050
3720260304020003,2-6-7,118180
4520260304020001,1-2-6,4350
4520260304020002,4-2-3,1570
4520260304020003,1-3-7,14020
4520260304020004,2-3-6,4010
4520260304020005,4-1-2,28400
4520260304020006,1-7-5,1860
4520260304020007,2-3-7,2950
7520260305010001,5-2-7,4650
7520260305010002,7-3-2,14970
7520260305010003,3-8-1,168800
7520260305010004,5-9-3,1750
7520260305010005,9-7-1,4920
7520260305010006,7-1-5,450
7520260305010007,9-3-7,14770
7520260305010008,1-7-9,4360
7520260305010009,9-2-5,760
7520260305010010,7-5-3,1890
7520260305010011,7-1-5,330
7520260305010012,2-7-1,9110
