race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
3120260304020002,松戸競輪,2R,21:21,5-7-2,5,7,2,9999.9,0.02181953599824666,217.19317802886675
2420260304020006,宇都宮競輪,6R,22:54,2-7-3,2,7,3,9999.9,0.013799411820201092,136.9927382608289
2420260304020003,宇都宮競輪,3R,21:37,5-6-7,5,6,7,9999.9,0.011181190491813934,110.81078679909015
3120260304020005,松戸競輪,5R,22:36,2-7-3,2,7,3,9999.9,0.009491728941859666,93.91634024570247
3120260304020003,松戸競輪,3R,21:45,6-7-5,6,7,5,9999.9,0.008724739509352557,86.24652261957463
2420260304020004,宇都宮競輪,4R,22:01,2-7-5,2,7,5,9999.9,0.00869857441063735,85.98487424893243
8720260304020004,熊本競輪,4R,21:53,6-4-2,6,4,2,9999.9,0.0075256696658695605,74.25594409172902
3120260304020006,松戸競輪,6R,23:03,2-7-4,2,7,4,9999.9,0.006751678258330232,66.51610741547648
8720260304020007,熊本競輪,7R,23:12,3-5-2,3,5,2,9999.9,0.006621115380166087,65.21049169012285
8720260304020003,熊本競輪,3R,21:29,3-7-4,3,7,4,9999.9,0.006582511335121516,64.82445510008164
2420260304020007,宇都宮競輪,7R,23:21,6-2-5,6,2,5,9999.9,0.00639880729051941,62.98743302446505
3120260304020007,松戸競輪,7R,23:30,3-6-4,3,6,4,9999.9,0.005135533596225651,50.35482240889688
3120260304020004,松戸競輪,4R,22:09,2-7-5,2,7,5,9999.9,0.004732982307149408,46.32934977326336
8720260304020006,熊本競輪,6R,22:45,3-7-4,3,7,4,9999.9,0.004515812595930196,44.157674378042366
2620260304020012,西武園競輪,12R,16:04,6-7-1,6,7,1,9963.9,0.004367781564218884,42.520138727720536
7520260305010010,松山競輪,10R,15:18,9-4-1,9,4,1,8201.1,0.0051747965405370055,41.43902390859804
8720260304020005,熊本競輪,5R,22:18,6-3-2,6,3,2,9999.9,0.004169384376609913,40.69342682766147
3720260304020007,伊東競輪,7R,18:12,6-5-2,6,5,2,7033.2,0.005748986693741957,39.43377321442593
8720260304020001,熊本競輪,1R,20:41,6-2-7,6,2,7,9999.9,0.003687773057692665,35.87736179962088
2620260304020005,西武園競輪,5R,12:49,5-6-3,5,6,3,5967.2,0.005438426068497702,31.452176035939488
2420260304020005,宇都宮競輪,5R,22:27,3-7-6,3,7,6,9999.9,0.0031305162614743464,30.304849563117315
2620260304020009,西武園競輪,9R,14:36,6-1-5,6,1,5,9999.9,0.0029004979394152784,28.00468934435884
7520260305010006,松山競輪,6R,13:28,1-6-4,1,6,4,9894.2,0.0028373174975409236,27.07298678416941
2620260304020011,西武園競輪,11R,15:33,6-3-5,6,3,5,9912.8,0.002391302738216472,22.704505783392243
7520260305010011,松山競輪,11R,15:48,2-5-8,2,5,8,9999.9,0.0023404379464780516,22.404145420985866
4520260304020006,豊橋競輪,6R,10:30,1-6-4,1,6,4,3933.1,0.00590053079025596,22.207377651155713
3620260303030005,小田原競輪,5R,10:20,4-6-7,4,6,7,5033.5,0.00452992632358256,21.801384149752817
2620260304020010,西武園競輪,10R,15:04,2-6-3,2,6,3,1960.9,0.011575301067861955,21.69800786397051
7520260305010008,松山競輪,8R,14:22,1-4-6,1,4,6,7178.1,0.0031344186633793084,21.499170607603016
3720260304020002,伊東競輪,2R,16:14,1-6-3,1,6,3,2140.5,0.00989157550165746,20.17291736129779
3720260304020006,伊東競輪,6R,17:48,6-4-3,6,4,3,9999.9,0.0020934341510104575,19.934132166689473
2620260304020008,西武園競輪,8R,14:08,6-2-7,6,2,7,6880.6,0.0030041752275895973,19.670528070952983
3620260303030002,小田原競輪,2R,09:20,2-6-3,2,6,3,3118.3,0.00645067074328108,19.115126578773395
7520260305010001,松山競輪,1R,11:18,7-8-6,7,8,6,7866.6,0.0024358787721904243,18.162083949313192
3620260303030001,小田原競輪,1R,09:00,3-6-4,3,6,4,4310.4,0.004238525079121531,17.269738501045445
2620260304020004,西武園競輪,4R,12:23,3-6-2,3,6,2,5366.9,0.003224232998864491,16.304136081605836
7520260305010002,松山競輪,2R,11:44,2-6-9,2,6,9,9999.9,0.0016826830756187475,15.826662487879911
