race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
3620260303030002,小田原競輪,2R,09:20,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260303030003,小田原競輪,3R,09:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260303030005,小田原競輪,5R,10:20,1,1,100,0.0,-100.0,0,0,0.0,0.0
4520260304020006,豊橋競輪,6R,10:30,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304020005,西武園競輪,5R,12:49,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304020006,西武園競輪,6R,13:15,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260305010006,松山競輪,6R,13:28,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304020007,西武園競輪,7R,13:41,1,1,200,0.0,-200.0,0,0,0.0,0.0
2620260304020008,西武園競輪,8R,14:08,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260305010008,松山競輪,8R,14:22,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304020010,西武園競輪,10R,15:04,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260305010010,松山競輪,10R,15:18,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304020011,西武園競輪,11R,15:33,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304020012,西武園競輪,12R,16:04,1,1,100,0.0,-100.0,0,0,0.0,0.0
3720260304020002,伊東競輪,2R,16:14,1,1,200,0.0,-200.0,0,0,0.0,0.0
3720260304020005,伊東競輪,5R,17:24,1,0,200,0.0,-200.0,0,0,,
3720260304020007,伊東競輪,7R,18:12,1,0,100,0.0,-100.0,0,0,,
3720260304020009,伊東競輪,9R,19:02,1,0,200,0.0,-200.0,0,0,,
2420260304020001,宇都宮競輪,1R,20:49,1,0,200,0.0,-200.0,0,0,,
3120260304020001,松戸競輪,1R,20:57,1,0,200,0.0,-200.0,0,0,,
